"","state","year","tavg","tmax","tmin","pcp"
"1","Alabama",1950,63.1,74.7,51.5,53
"2","Alabama",1951,63.8,76.1,51.4,52.9
"3","Alabama",1952,63.3,75.8,50.9,46.7
"4","Alabama",1953,63.8,76.1,51.4,59.4
"5","Alabama",1954,64.2,77.2,51.1,35.3
"6","Alabama",1955,63.4,75.7,51.2,48.1
"7","Alabama",1956,63.6,75.9,51.2,53.7
"8","Alabama",1957,64,75,52.9,58.8
"9","Alabama",1958,61.2,72.8,49.7,49.2
"10","Alabama",1959,63,74.4,51.4,56.1
"11","Alabama",1960,61.5,73.3,49.7,51
"12","Alabama",1961,61.9,73.7,50.1,69.8
"13","Alabama",1962,63,75.3,50.8,50.1
"14","Alabama",1963,61.7,74.2,49.3,48.8
"15","Alabama",1964,62.4,74.2,50.7,66.5
"16","Alabama",1965,63,74.8,51.2,48.7
"17","Alabama",1966,61.7,73.2,50.1,55.8
"18","Alabama",1967,61.9,73.9,49.9,55.8
"19","Alabama",1968,61,73.4,48.6,45.2
"20","Alabama",1969,61.4,73.3,49.4,52.5
"21","Alabama",1970,62.1,74,50.2,53.8
"22","Alabama",1971,62.7,74.4,50.9,60
"23","Alabama",1972,63,74.7,51.2,55.9
"24","Alabama",1973,63.1,74.5,51.6,67.1
"25","Alabama",1974,63.1,75,51.2,60.4
"26","Alabama",1975,62.8,74.1,51.6,74.7
"27","Alabama",1976,60.7,72.9,48.4,55.9
"28","Alabama",1977,62.5,74.4,50.6,57.8
"29","Alabama",1978,61.9,73.9,49.8,49.5
"30","Alabama",1979,61.4,72.7,50,67.9
"31","Alabama",1980,62.5,74.5,50.5,58.4
"32","Alabama",1981,62,74.3,49.6,45.8
"33","Alabama",1982,63.3,74.8,51.9,61.1
"34","Alabama",1983,61.2,72.5,49.9,70.3
"35","Alabama",1984,62.8,74.9,50.8,50.5
"36","Alabama",1985,62.8,74.1,51.5,51.3
"37","Alabama",1986,64.1,75.8,52.4,47.7
"38","Alabama",1987,63,75.1,51,48.1
"39","Alabama",1988,62.1,74.1,50,51.1
"40","Alabama",1989,62.2,73.3,51.1,65.1
"41","Alabama",1990,64.9,77.3,52.5,56.8
"42","Alabama",1991,64,74.9,53.1,63.2
"43","Alabama",1992,62.1,73.2,51,59.7
"44","Alabama",1993,62.3,73.8,50.9,50.2
"45","Alabama",1994,63.1,74.1,52,60.3
"46","Alabama",1995,63,74.6,51.5,59.5
"47","Alabama",1996,62.1,73.7,50.6,58.3
"48","Alabama",1997,62.4,73.5,51.2,62.9
"49","Alabama",1998,65.1,76.3,53.9,59.2
"50","Alabama",1999,64.1,76.4,51.9,49
"51","Alabama",2000,63.6,76,51.2,42.5
"52","Alabama",2001,63,74.6,51.4,59
"53","Alabama",2002,63.6,74.8,52.4,57.1
"54","Alabama",2003,62.7,73.8,51.6,63.7
"55","Alabama",2004,63.3,74.2,52.4,59.8
"56","Alabama",2005,63.4,74.9,51.9,57
"57","Alabama",2006,64.2,76.6,51.7,47.5
"58","Alabama",2007,64.4,76.8,52,37.8
"59","Alabama",2008,62.9,74.7,51.1,53
"60","Alabama",2009,62.9,73.8,52,73.7
"61","Alabama",2010,62.7,74.6,50.7,47.2
"62","Alabama",2011,63.8,76,51.7,50.7
"63","Alabama",2012,64.9,76.5,53.3,53.3
"64","Alabama",2013,62.6,73.3,51.9,64.7
"65","Alabama",2014,62,73.7,50.4,56
"66","Alabama",2015,64.6,75.4,53.8,61.3
"67","Alabama",2016,65.3,77.3,53.4,45
"68","Alabama",2017,65,76.2,53.9,63.3
"69","Alaska",1950,26.1,34.1,18.1,28.6
"70","Alaska",1951,25.2,32.9,17.4,35.2
"71","Alaska",1952,25.4,32.7,18.2,37.3
"72","Alaska",1953,26,33.8,18.4,34
"73","Alaska",1954,24.6,32.5,16.6,33.8
"74","Alaska",1955,23.3,30.7,15.8,38.3
"75","Alaska",1956,21.8,29.3,14.4,35.5
"76","Alaska",1957,28.2,35.7,20.7,31.6
"77","Alaska",1958,27,34.4,19.6,36.1
"78","Alaska",1959,24.6,32.4,16.9,35.2
"79","Alaska",1960,26.7,34.1,19.4,37.8
"80","Alaska",1961,23.7,31,16.4,41
"81","Alaska",1962,26.8,34.1,19.6,35.3
"82","Alaska",1963,26.6,33.8,19.4,39.9
"83","Alaska",1964,23.3,30.7,15.8,35.7
"84","Alaska",1965,24.7,31.8,17.6,38
"85","Alaska",1966,23.8,31.2,16.2,33.7
"86","Alaska",1967,27.1,34.5,19.7,39
"87","Alaska",1968,25.4,33.2,17.6,29.4
"88","Alaska",1969,27,34.6,19.4,29.4
"89","Alaska",1970,25.2,32.6,17.8,36.2
"90","Alaska",1971,22.3,29.9,14.6,36.2
"91","Alaska",1972,23.6,31.2,15.9,31.3
"92","Alaska",1973,24.6,32.1,17.1,31.7
"93","Alaska",1974,23.7,31.7,15.6,33.2
"94","Alaska",1975,23,30.8,15.3,33.2
"95","Alaska",1976,25.8,33.7,17.9,36.6
"96","Alaska",1977,27,34.7,19.3,35.1
"97","Alaska",1978,29.1,36.7,21.4,34.8
"98","Alaska",1979,27.6,35.2,20,37.2
"99","Alaska",1980,26.4,33.8,19.1,38.4
"100","Alaska",1981,29.2,36.5,21.9,40.2
"101","Alaska",1982,25.3,32.5,18,35
"102","Alaska",1983,26.9,34.1,19.6,31.9
"103","Alaska",1984,25.2,32.9,17.6,33
"104","Alaska",1985,26.3,33.8,18.8,39.7
"105","Alaska",1986,26.9,34.6,19.2,37.7
"106","Alaska",1987,27.5,35.1,20,39.3
"107","Alaska",1988,27.1,34.6,19.7,38.1
"108","Alaska",1989,26.8,34.3,19.2,37.5
"109","Alaska",1990,25.4,33.3,17.4,39
"110","Alaska",1991,27,34.6,19.3,38.7
"111","Alaska",1992,25,32.6,17.5,38.5
"112","Alaska",1993,29.9,37.4,22.4,39.2
"113","Alaska",1994,26.2,33.7,18.7,39.1
"114","Alaska",1995,27.8,35.1,20.4,31.2
"115","Alaska",1996,25.1,33.1,17.1,31.6
"116","Alaska",1997,28.1,36,20.3,35.8
"117","Alaska",1998,28.4,35.6,21.3,36.5
"118","Alaska",1999,24,31.8,16.3,40.2
"119","Alaska",2000,28.4,35.6,21.1,40
"120","Alaska",2001,27.3,34.8,19.9,37.5
"121","Alaska",2002,30.1,37.6,22.5,40.5
"122","Alaska",2003,29.1,36.7,21.5,39
"123","Alaska",2004,29.3,37.1,21.6,38.7
"124","Alaska",2005,29.2,36.8,21.5,40.3
"125","Alaska",2006,26.4,33.8,19,38.7
"126","Alaska",2007,28.1,35.7,20.5,34
"127","Alaska",2008,25.1,32.7,17.5,37
"128","Alaska",2009,26.8,34.6,18.9,35.2
"129","Alaska",2010,27.4,34.9,20,33.8
"130","Alaska",2011,27,34.6,19.3,38.7
"131","Alaska",2012,24.3,31.8,16.8,37.2
"132","Alaska",2013,27.8,35.5,20.1,40.8
"133","Alaska",2014,30.3,37.8,22.8,36.7
"134","Alaska",2015,30,37.4,22.7,40.1
"135","Alaska",2016,31.9,39.3,24.5,37
"136","Alaska",2017,29.3,36.8,21.7,38
"137","Arizona",1950,60.5,76.2,44.9,7
"138","Arizona",1951,58.9,73.2,44.5,14.5
"139","Arizona",1952,58.8,72.9,44.7,14.2
"140","Arizona",1953,59.2,74.4,44.1,8.1
"141","Arizona",1954,60.9,75.8,46,11.7
"142","Arizona",1955,58.4,73.1,43.8,11.2
"143","Arizona",1956,59.5,74.9,44.2,6
"144","Arizona",1957,59.5,72.7,46.3,14.7
"145","Arizona",1958,60.4,74.5,46.3,13.6
"146","Arizona",1959,60.2,74.5,45.8,13
"147","Arizona",1960,59.6,74,45.1,9.8
"148","Arizona",1961,59.3,73.5,45,11.3
"149","Arizona",1962,59.8,74.2,45.5,10
"150","Arizona",1963,59.8,74.2,45.4,11.5
"151","Arizona",1964,57.8,72.1,43.4,11.1
"152","Arizona",1965,58.5,72.3,44.6,17.7
"153","Arizona",1966,59.5,73.9,45.1,11.2
"154","Arizona",1967,59,73.5,44.5,13.9
"155","Arizona",1968,58.6,72.8,44.5,10.2
"156","Arizona",1969,59.7,73.6,45.8,12.5
"157","Arizona",1970,59,73.4,44.6,11
"158","Arizona",1971,58.2,72.6,43.8,11.6
"159","Arizona",1972,59.6,74.1,45.1,11.9
"160","Arizona",1973,58.4,72.6,44.1,10.8
"161","Arizona",1974,59.5,73.9,45,10.9
"162","Arizona",1975,57.9,72.5,43.3,10.1
"163","Arizona",1976,59,73.5,44.5,11.6
"164","Arizona",1977,60.2,74.5,45.9,10.6
"165","Arizona",1978,59.8,73.3,46.3,20.1
"166","Arizona",1979,58.8,73.2,44.4,12.2
"167","Arizona",1980,60.2,74.5,46,13.5
"168","Arizona",1981,61.3,75.4,47.3,12.4
"169","Arizona",1982,58.7,72,45.4,16.5
"170","Arizona",1983,59.2,72.3,46.1,18.9
"171","Arizona",1984,59.4,73.2,45.6,15.8
"172","Arizona",1985,59.6,73.4,45.7,13.9
"173","Arizona",1986,60.6,74.4,46.7,13.8
"174","Arizona",1987,59.3,73.2,45.4,13.2
"175","Arizona",1988,60.2,74.5,45.9,12.6
"176","Arizona",1989,61.2,76.3,46.2,7.6
"177","Arizona",1990,59.7,73.8,45.7,14
"178","Arizona",1991,59.2,73.1,45.4,12.9
"179","Arizona",1992,59.6,73,46.1,18.1
"180","Arizona",1993,59.8,73.7,45.9,16.7
"181","Arizona",1994,60.6,74.7,46.4,12.4
"182","Arizona",1995,61,75.2,46.8,11.4
"183","Arizona",1996,61.9,76.4,47.4,8.7
"184","Arizona",1997,60.5,74.5,46.5,12.7
"185","Arizona",1998,59.3,73.2,45.3,14.4
"186","Arizona",1999,60.8,75.7,45.9,10.3
"187","Arizona",2000,61.7,76.1,47.3,11.1
"188","Arizona",2001,61.2,75.5,46.9,10.7
"189","Arizona",2002,61.2,76,46.3,6.9
"190","Arizona",2003,61.9,76.2,47.6,10.5
"191","Arizona",2004,60.4,74.2,46.6,13.5
"192","Arizona",2005,61.1,75.1,47.2,13
"193","Arizona",2006,61.1,75.7,46.6,9.7
"194","Arizona",2007,61.6,75.9,47.3,10.9
"195","Arizona",2008,60.6,74.9,46.3,12.3
"196","Arizona",2009,61.1,75.5,46.6,7
"197","Arizona",2010,60.4,74.2,46.5,13.9
"198","Arizona",2011,60.3,74.7,45.9,9.6
"199","Arizona",2012,62.1,76.8,47.4,9.5
"200","Arizona",2013,60.4,74.6,46.3,12.1
"201","Arizona",2014,62.2,76.5,48,11
"202","Arizona",2015,61.8,75.5,48,14.3
"203","Arizona",2016,62.2,76.4,47.9,12.2
"204","Arizona",2017,63,77.5,48.5,9.5
"205","Arkansas",1950,59.8,70.7,48.9,60
"206","Arkansas",1951,60.1,71.6,48.6,52.6
"207","Arkansas",1952,61,73.5,48.5,42.9
"208","Arkansas",1953,61.8,74.4,49.2,44.5
"209","Arkansas",1954,62.8,75.4,50.1,37.7
"210","Arkansas",1955,60.8,72.5,49.1,42.4
"211","Arkansas",1956,61.4,73.6,49.2,42
"212","Arkansas",1957,60.6,70.9,50.2,71.7
"213","Arkansas",1958,58.8,69.4,48.1,55.2
"214","Arkansas",1959,60,71.1,48.9,48.1
"215","Arkansas",1960,58.9,69.9,47.8,45.4
"216","Arkansas",1961,59.1,70.2,48.1,55.7
"217","Arkansas",1962,60.3,71.4,49.2,45.7
"218","Arkansas",1963,60.3,72.7,48,32.8
"219","Arkansas",1964,60.7,72.5,48.8,45.9
"220","Arkansas",1965,61,72.4,49.6,43.9
"221","Arkansas",1966,59.2,70.5,47.8,46
"222","Arkansas",1967,59.9,71.3,48.4,47.6
"223","Arkansas",1968,58.7,69.6,47.7,58.3
"224","Arkansas",1969,59.5,70.9,48.2,46.3
"225","Arkansas",1970,59.7,70.8,48.7,49.5
"226","Arkansas",1971,60.5,71.9,49,42.7
"227","Arkansas",1972,60,71.2,48.9,49
"228","Arkansas",1973,60.6,71,50.2,70
"229","Arkansas",1974,60.3,71,49.5,58.8
"230","Arkansas",1975,59.9,70.8,49,53.4
"231","Arkansas",1976,58.8,70.6,46.9,41
"232","Arkansas",1977,60.8,72.1,49.4,46.4
"233","Arkansas",1978,58.9,70.2,47.6,49.2
"234","Arkansas",1979,58,68.8,47.2,60.2
"235","Arkansas",1980,60.5,72.3,48.7,40.1
"236","Arkansas",1981,60.2,71.5,48.9,43
"237","Arkansas",1982,60,70.8,49.1,57.8
"238","Arkansas",1983,58.9,69.6,48.1,46.5
"239","Arkansas",1984,60,71.1,49,61.1
"240","Arkansas",1985,59.8,70.7,48.9,48.9
"241","Arkansas",1986,61.5,72.5,50.5,46.3
"242","Arkansas",1987,61,72.6,49.5,53.1
"243","Arkansas",1988,59.8,71.7,47.8,46
"244","Arkansas",1989,59,69.9,48,51.3
"245","Arkansas",1990,61.8,73.2,50.5,66.9
"246","Arkansas",1991,61.3,71.7,50.9,61.5
"247","Arkansas",1992,59.9,70.5,49.2,48.2
"248","Arkansas",1993,59.3,69.9,48.7,52
"249","Arkansas",1994,60.4,71.1,49.7,54.3
"250","Arkansas",1995,60.5,71.7,49.2,42.8
"251","Arkansas",1996,59.6,70.4,48.7,51.7
"252","Arkansas",1997,59.7,70.4,49,51.9
"253","Arkansas",1998,63.1,73.6,52.6,49.1
"254","Arkansas",1999,62.1,73.9,50.4,43.8
"255","Arkansas",2000,60.9,72,49.8,45.7
"256","Arkansas",2001,61.2,72.2,50.3,55.4
"257","Arkansas",2002,60.6,71.1,50,52.8
"258","Arkansas",2003,60.3,71,49.6,44.8
"259","Arkansas",2004,61,71.4,50.7,57
"260","Arkansas",2005,62,73.3,50.6,35.7
"261","Arkansas",2006,62,73.6,50.4,49.3
"262","Arkansas",2007,61.8,72.6,51,46.7
"263","Arkansas",2008,59.9,70.8,48.9,60.4
"264","Arkansas",2009,59.9,70.1,49.7,72.2
"265","Arkansas",2010,61.2,72.3,50,38.7
"266","Arkansas",2011,61.8,73.1,50.6,55.8
"267","Arkansas",2012,63.6,75.2,52,39.8
"268","Arkansas",2013,59.6,70.2,49,54.2
"269","Arkansas",2014,58.7,69.2,48.1,47.9
"270","Arkansas",2015,61.4,71.9,50.9,67.3
"271","Arkansas",2016,62.8,73.5,52.1,50.4
"272","Arkansas",2017,62.5,73.3,51.7,50.1
"273","California",1950,58.1,70.9,45.4,25.9
"274","California",1951,57.2,69.9,44.6,23.5
"275","California",1952,56.8,69.1,44.4,27.9
"276","California",1953,57.2,70,44.3,17.1
"277","California",1954,57.6,70.4,44.7,23
"278","California",1955,56.2,69,43.5,23.7
"279","California",1956,57,70.1,43.9,17.8
"280","California",1957,57.1,69,45.1,24.5
"281","California",1958,58.9,71.3,46.4,27.7
"282","California",1959,59,72.3,45.6,15.2
"283","California",1960,58,70.8,45.3,21.7
"284","California",1961,57.8,70.5,45.1,16.5
"285","California",1962,57.4,70.1,44.6,22.1
"286","California",1963,57.1,69,45.1,24.7
"287","California",1964,56.6,69.2,43.9,22.2
"288","California",1965,56.7,68.8,44.6,21.9
"289","California",1966,58,70.7,45.3,18.7
"290","California",1967,57.5,69.8,45.2,23.7
"291","California",1968,57.6,70,45.2,20.3
"292","California",1969,57.5,69.7,45.3,30.6
"293","California",1970,57.8,70.3,45.3,27.8
"294","California",1971,56.2,68.6,43.8,18.2
"295","California",1972,57.3,69.6,44.9,17.2
"296","California",1973,57.3,69.4,45.2,28.9
"297","California",1974,57.6,70.2,45.1,21.3
"298","California",1975,56.3,68.7,43.8,20.9
"299","California",1976,57.5,70.5,44.4,11.7
"300","California",1977,58,70.6,45.4,17.5
"301","California",1978,57.6,69.6,45.6,28.8
"302","California",1979,57.7,70.1,45.3,24.6
"303","California",1980,58.1,70.5,45.6,24.1
"304","California",1981,59.3,71.6,47,26.2
"305","California",1982,56.3,67.9,44.7,31.9
"306","California",1983,57.6,68.6,46.5,42.4
"307","California",1984,58.2,70.4,46,18.3
"308","California",1985,57.3,69.9,44.7,14.7
"309","California",1986,58.9,71.2,46.5,24.2
"310","California",1987,58.3,70.8,45.8,19.7
"311","California",1988,58.7,71.7,45.8,17.1
"312","California",1989,58.1,71.1,45.1,14.9
"313","California",1990,58,70.9,45,13.9
"314","California",1991,58.1,70.8,45.5,19.7
"315","California",1992,59.3,71.5,47,23.2
"316","California",1993,57.7,69.8,45.5,26.7
"317","California",1994,58,70.6,45.4,17.5
"318","California",1995,58.9,71,46.9,35.2
"319","California",1996,59.6,71.9,47.2,32.5
"320","California",1997,59.1,71.5,46.8,20.6
"321","California",1998,56.7,68.2,45.2,36.4
"322","California",1999,58,70.8,45.1,17.6
"323","California",2000,58.8,71.2,46.3,21.4
"324","California",2001,59.1,71.7,46.5,23
"325","California",2002,58.8,72,45.7,18.6
"326","California",2003,59.4,71.8,47,21.6
"327","California",2004,58.9,71.4,46.3,21.7
"328","California",2005,58.6,70.8,46.4,30.1
"329","California",2006,58.6,71.3,46,23.6
"330","California",2007,58.9,72,45.8,13.8
"331","California",2008,58.9,71.9,46,17.8
"332","California",2009,58.8,71.7,45.9,17
"333","California",2010,57.7,69.8,45.7,31.1
"334","California",2011,57.4,70,44.9,18.7
"335","California",2012,59.5,72.5,46.5,23.4
"336","California",2013,59.3,72.6,46.1,7.9
"337","California",2014,61.4,74.2,48.7,19.9
"338","California",2015,60.8,73.4,48.1,15
"339","California",2016,60.1,72.5,47.7,25.7
"340","California",2017,60.3,72.7,48,27.6
"341","Colorado",1950,45.2,59.7,30.7,14.4
"342","Colorado",1951,43.5,57.1,29.8,19
"343","Colorado",1952,44.2,58.2,30.3,15.7
"344","Colorado",1953,45.6,59.5,31.8,16.4
"345","Colorado",1954,47.4,61.7,33,13.9
"346","Colorado",1955,44.2,58.3,30,15.3
"347","Colorado",1956,45.1,59.7,30.4,13.6
"348","Colorado",1957,44.1,56.8,31.4,25.4
"349","Colorado",1958,45.5,59.3,31.8,16.6
"350","Colorado",1959,44.8,58.6,30.9,17.9
"351","Colorado",1960,44.2,58,30.4,15.9
"352","Colorado",1961,43.9,57.3,30.4,19.6
"353","Colorado",1962,45,59.3,30.8,15.1
"354","Colorado",1963,46.2,60.3,32,15.3
"355","Colorado",1964,43.6,57.6,29.6,15.4
"356","Colorado",1965,44.2,57.4,31,23
"357","Colorado",1966,44.6,58.9,30.4,14.4
"358","Colorado",1967,44.8,58.5,31,18.7
"359","Colorado",1968,43.6,57.5,29.7,15.4
"360","Colorado",1969,44.7,57.7,31.6,21.9
"361","Colorado",1970,44.3,58,30.6,17.2
"362","Colorado",1971,44.1,57.7,30.4,16.9
"363","Colorado",1972,44.6,58,31.1,17.3
"364","Colorado",1973,43.4,56.6,30.1,18.5
"365","Colorado",1974,44.4,58.6,30.2,14.6
"366","Colorado",1975,43.5,57.5,29.5,16.5
"367","Colorado",1976,44.7,59.1,30.4,14.5
"368","Colorado",1977,46.3,60.3,32.2,15.8
"369","Colorado",1978,44.5,58,31,17.8
"370","Colorado",1979,43.5,57.1,29.9,19.3
"371","Colorado",1980,45.6,59.4,31.8,17.8
"372","Colorado",1981,47.1,60.8,33.4,18.7
"373","Colorado",1982,44.1,57.3,30.9,19.8
"374","Colorado",1983,44.4,57.1,31.7,21.9
"375","Colorado",1984,43.7,56.6,30.7,20.5
"376","Colorado",1985,44.1,57.3,30.9,20.5
"377","Colorado",1986,46.3,59.7,33,19.8
"378","Colorado",1987,45.2,58.9,31.6,18.8
"379","Colorado",1988,45.1,59.1,31.1,16.7
"380","Colorado",1989,45.4,59.5,31.2,14.7
"381","Colorado",1990,45.6,59.2,32,19.9
"382","Colorado",1991,45,58.6,31.5,18.6
"383","Colorado",1992,45.3,58.7,31.9,18.5
"384","Colorado",1993,43.8,57,30.7,19.9
"385","Colorado",1994,46.5,60.4,32.6,17.1
"386","Colorado",1995,45.7,59.2,32.2,21.7
"387","Colorado",1996,45.8,59.7,31.8,19.8
"388","Colorado",1997,44.8,58.1,31.6,22.2
"389","Colorado",1998,46.2,59.6,32.8,18.7
"390","Colorado",1999,46.6,60.7,32.6,20
"391","Colorado",2000,47,61,33,16.9
"392","Colorado",2001,46.8,60.8,32.9,16.8
"393","Colorado",2002,46.1,60.5,31.6,11.8
"394","Colorado",2003,47,61,33.1,16.4
"395","Colorado",2004,45.8,59.5,32.2,18.9
"396","Colorado",2005,46.8,60.6,32.9,18.9
"397","Colorado",2006,46.5,60.6,32.5,18.6
"398","Colorado",2007,46.2,60,32.3,18.7
"399","Colorado",2008,44.9,59,30.9,17.4
"400","Colorado",2009,45.2,58.8,31.6,18.7
"401","Colorado",2010,46.2,60,32.3,18.1
"402","Colorado",2011,45.4,59.5,31.4,17.6
"403","Colorado",2012,48.3,62.9,33.7,12.3
"404","Colorado",2013,45.1,58.9,31.2,18.7
"405","Colorado",2014,46.1,59.7,32.4,19.1
"406","Colorado",2015,47.4,60.8,34.1,21.7
"407","Colorado",2016,47.3,61.3,33.3,17
"408","Colorado",2017,47.9,61.7,34.1,18.9
"409","Connecticut",1950,47.8,58,37.7,44.2
"410","Connecticut",1951,49,59.2,38.8,51.6
"411","Connecticut",1952,49.4,59.4,39.3,49.9
"412","Connecticut",1953,50.5,61.1,40,55.3
"413","Connecticut",1954,48.7,58.8,38.6,50.1
"414","Connecticut",1955,48.7,58.8,38.5,58
"415","Connecticut",1956,47.6,57.6,37.6,44.6
"416","Connecticut",1957,49.2,60,38.4,37
"417","Connecticut",1958,46.6,56.2,37.1,50.9
"418","Connecticut",1959,49.2,59.5,38.9,48.7
"419","Connecticut",1960,48,58.4,37.6,47.8
"420","Connecticut",1961,48.3,58.4,38.2,43.7
"421","Connecticut",1962,46.8,57.3,36.2,40.2
"422","Connecticut",1963,47.2,58.1,36.3,38
"423","Connecticut",1964,48,59,37,35
"424","Connecticut",1965,47.5,58.1,36.9,30.7
"425","Connecticut",1966,48,58.6,37.3,37.5
"426","Connecticut",1967,47.1,57.1,37.1,45.3
"427","Connecticut",1968,47.7,58.2,37.3,44
"428","Connecticut",1969,48,57.8,38.2,49.1
"429","Connecticut",1970,47.8,57.8,37.7,39
"430","Connecticut",1971,48.3,58.4,38.1,45
"431","Connecticut",1972,47.3,57,37.5,62.5
"432","Connecticut",1973,50,60.2,39.9,53.9
"433","Connecticut",1974,48.2,58.5,37.9,47.3
"434","Connecticut",1975,49.1,58.9,39.2,56.3
"435","Connecticut",1976,47.6,58.2,37,46.8
"436","Connecticut",1977,48.2,58.3,38,54.4
"437","Connecticut",1978,46.7,57.1,36.3,46.7
"438","Connecticut",1979,48.8,58.4,39.3,56.9
"439","Connecticut",1980,47.9,58.5,37.4,40.3
"440","Connecticut",1981,48.4,58.6,38.2,41.9
"441","Connecticut",1982,47.9,58.5,37.3,47.6
"442","Connecticut",1983,49.4,59.6,39.2,63
"443","Connecticut",1984,49,59,38.9,51.4
"444","Connecticut",1985,48.7,58.9,38.4,42.4
"445","Connecticut",1986,48.5,58.7,38.4,46.6
"446","Connecticut",1987,48.8,59.2,38.4,44.4
"447","Connecticut",1988,48.3,58.9,37.8,42.9
"448","Connecticut",1989,47.9,58.2,37.7,57.5
"449","Connecticut",1990,51.1,61.2,40.9,55.6
"450","Connecticut",1991,51,61.5,40.4,47.7
"451","Connecticut",1992,47.7,57.6,37.8,48.7
"452","Connecticut",1993,48.6,59,38.3,45.7
"453","Connecticut",1994,48.9,59.4,38.4,50.4
"454","Connecticut",1995,49,59.3,38.8,42.2
"455","Connecticut",1996,48.4,58.1,38.6,60.3
"456","Connecticut",1997,48.6,58.8,38.5,42.6
"457","Connecticut",1998,51.6,61.6,41.6,50
"458","Connecticut",1999,50.8,61.5,40.1,49.1
"459","Connecticut",2000,48.5,58.6,38.4,48.7
"460","Connecticut",2001,50.2,60.9,39.6,39.5
"461","Connecticut",2002,50.5,60.7,40.2,47.4
"462","Connecticut",2003,48.2,57.9,38.4,56.1
"463","Connecticut",2004,48.8,58.6,38.9,48.6
"464","Connecticut",2005,49.5,59.8,39.2,54.6
"465","Connecticut",2006,51.1,61.1,41.1,57
"466","Connecticut",2007,49.5,59.8,39.2,45.5
"467","Connecticut",2008,49.7,59.9,39.5,59.5
"468","Connecticut",2009,48.8,58.5,39.1,50.5
"469","Connecticut",2010,51.4,61.2,41.4,48.5
"470","Connecticut",2011,50.9,60.7,41,63.6
"471","Connecticut",2012,52.5,62.2,42.6,39.3
"472","Connecticut",2013,49.8,59.6,40,43.3
"473","Connecticut",2014,48.7,58.6,38.7,45
"474","Connecticut",2015,49.8,60.4,39.2,37
"475","Connecticut",2016,51.8,62.2,41.3,36.7
"476","Connecticut",2017,51,60.6,41.2,44.1
"477","Delaware",1950,54,64.2,43.8,38.5
"478","Delaware",1951,54.7,65.2,44.1,43.3
"479","Delaware",1952,55,65.1,44.8,50.4
"480","Delaware",1953,55.9,66.5,45.4,45.8
"481","Delaware",1954,55.1,65.7,44.6,37.1
"482","Delaware",1955,54.6,64.7,44.4,39.8
"483","Delaware",1956,54.3,64.1,44.4,46.5
"484","Delaware",1957,55.1,65.2,45.1,37.8
"485","Delaware",1958,52.4,61.9,42.9,54.2
"486","Delaware",1959,55.7,66.1,45.4,43
"487","Delaware",1960,53.4,63.5,43.4,44.1
"488","Delaware",1961,54,63.8,44.1,45.2
"489","Delaware",1962,52.9,62.8,42.9,38.6
"490","Delaware",1963,53,63.8,42.2,35.9
"491","Delaware",1964,54.2,64.9,43.5,35.7
"492","Delaware",1965,53.6,64,43.2,29.8
"493","Delaware",1966,53.3,63.6,43.1,39
"494","Delaware",1967,52.6,62.9,42.3,47.5
"495","Delaware",1968,53.9,64.4,43.5,32.2
"496","Delaware",1969,53.4,63.1,43.7,45.1
"497","Delaware",1970,54,63.9,44,39.5
"498","Delaware",1971,54.6,64.3,44.8,49.8
"499","Delaware",1972,53.6,62.9,44.2,53.8
"500","Delaware",1973,55.6,65.4,45.8,44.5
"501","Delaware",1974,54.6,65,44.3,38.7
"502","Delaware",1975,55.2,64.9,45.5,53.8
"503","Delaware",1976,53.8,64.4,43.1,38.4
"504","Delaware",1977,54.6,64.8,44.5,40.5
"505","Delaware",1978,52.9,62.9,42.9,46.4
"506","Delaware",1979,53.8,63.4,44.2,55.6
"507","Delaware",1980,54.1,64,44.1,38.8
"508","Delaware",1981,53.6,63.5,43.6,36.6
"509","Delaware",1982,54,64,43.9,40
"510","Delaware",1983,54.9,64.8,45,53.8
"511","Delaware",1984,54.7,64.4,45,44
"512","Delaware",1985,55.3,65.4,45.3,39.3
"513","Delaware",1986,55.1,65.2,45,37
"514","Delaware",1987,54.9,65,44.8,36.3
"515","Delaware",1988,54.1,64.5,43.7,38.8
"516","Delaware",1989,54.2,63.6,44.8,56.7
"517","Delaware",1990,57.2,67.4,47,43
"518","Delaware",1991,56.9,67.2,46.6,41.8
"519","Delaware",1992,53.9,63.5,44.4,40.5
"520","Delaware",1993,54.8,64.7,45,44.4
"521","Delaware",1994,55,65.4,44.7,47.2
"522","Delaware",1995,55.1,65.1,45,38.4
"523","Delaware",1996,54,63.5,44.5,57.8
"524","Delaware",1997,54.8,64.9,44.7,41
"525","Delaware",1998,57.4,67.5,47.3,41.5
"526","Delaware",1999,56.5,66.9,46.1,45.6
"527","Delaware",2000,54.7,64.8,44.7,46.1
"528","Delaware",2001,56.1,66.5,45.7,39.2
"529","Delaware",2002,57.1,67.4,46.9,46.4
"530","Delaware",2003,54.6,64,45.2,57.8
"531","Delaware",2004,55.8,65.3,46.4,44.7
"532","Delaware",2005,55.7,65.5,45.9,46.8
"533","Delaware",2006,57.3,67.4,47.2,46.7
"534","Delaware",2007,56.3,66.4,46.2,38.4
"535","Delaware",2008,56.3,66.6,46,42.6
"536","Delaware",2009,55.4,64.8,46,55.9
"537","Delaware",2010,56.7,66.5,46.8,40.5
"538","Delaware",2011,57.4,67.4,47.4,44.6
