"","state","year","tavg","tmax","tmin","pcp"
"2417","Oregon",1986,48.1,59.2,37,32.9
"2418","Oregon",1987,48.3,60.4,36.3,27.3
"2419","Oregon",1988,47.9,59.9,36,29.8
"2420","Oregon",1989,46.5,58,35,26.9
"2421","Oregon",1990,47.4,59,35.8,29.9
"2422","Oregon",1991,47.6,59,36.2,29.5
"2423","Oregon",1992,49.4,61.2,37.7,27.5
"2424","Oregon",1993,45.5,56.4,34.6,31.1
"2425","Oregon",1994,47.8,59.6,36.1,28.5
"2426","Oregon",1995,48.1,59,37.2,41.4
"2427","Oregon",1996,47.6,59,36.3,48.8
"2428","Oregon",1997,47.8,58.9,36.6,32.6
"2429","Oregon",1998,47.8,58.4,37.1,42.9
"2430","Oregon",1999,47.2,58.8,35.6,31.6
"2431","Oregon",2000,47.5,58.8,36.1,27.9
"2432","Oregon",2001,47.8,59.5,36,26.8
"2433","Oregon",2002,47.7,59.8,35.6,26.2
"2434","Oregon",2003,49,60.5,37.6,32
"2435","Oregon",2004,48.4,59.8,37.2,29.6
"2436","Oregon",2005,47.7,59.3,36.2,33.2
"2437","Oregon",2006,47.9,59.7,36.2,36.4
"2438","Oregon",2007,47.8,59.8,35.8,28.9
"2439","Oregon",2008,46.8,58.7,34.9,28.6
"2440","Oregon",2009,47.3,59,35.5,27.6
"2441","Oregon",2010,47.1,58,36.2,37.9
"2442","Oregon",2011,46.3,57.6,35,30.6
"2443","Oregon",2012,48,59.7,36.3,40
"2444","Oregon",2013,47.6,59.5,35.8,22.7
"2445","Oregon",2014,49.6,61.1,38.1,35.2
"2446","Oregon",2015,50.4,62.2,38.5,30.1
"2447","Oregon",2016,48.8,60.1,37.4,34.6
"2448","Oregon",2017,48.1,59.4,36.8,36
"2449","Pennsylvania",1950,47.4,57.6,37.2,48.3
"2450","Pennsylvania",1951,48.3,59,37.6,44.4
"2451","Pennsylvania",1952,49.1,59.7,38.6,46
"2452","Pennsylvania",1953,50.1,61.1,39.1,40.5
"2453","Pennsylvania",1954,48.8,59.5,38.1,41.6
"2454","Pennsylvania",1955,48.8,59.6,38,40.5
"2455","Pennsylvania",1956,47.9,58,37.7,47.9
"2456","Pennsylvania",1957,48.8,59.4,38.1,36.4
"2457","Pennsylvania",1958,46.3,56.3,36.2,43.2
"2458","Pennsylvania",1959,49.2,60,38.5,42.8
"2459","Pennsylvania",1960,47.2,57.6,36.8,39.7
"2460","Pennsylvania",1961,48,58.2,37.7,40.8
"2461","Pennsylvania",1962,46.9,57.7,36.1,37.5
"2462","Pennsylvania",1963,46.5,58,34.9,31.9
"2463","Pennsylvania",1964,48,59.5,36.6,36.7
"2464","Pennsylvania",1965,47.6,58.2,37,33.8
"2465","Pennsylvania",1966,47.3,58,36.5,35.8
"2466","Pennsylvania",1967,47,57.4,36.7,42.1
"2467","Pennsylvania",1968,47.6,58.2,37.1,38
"2468","Pennsylvania",1969,47.5,57.8,37.2,37.9
"2469","Pennsylvania",1970,48.1,58,38.1,43.8
"2470","Pennsylvania",1971,48.2,58.4,38,40.7
"2471","Pennsylvania",1972,47.2,57,37.3,52.6
"2472","Pennsylvania",1973,49.7,59.6,39.7,45.6
"2473","Pennsylvania",1974,48.2,58.5,37.8,43.4
"2474","Pennsylvania",1975,48.9,58.8,39,50.2
"2475","Pennsylvania",1976,46.8,57.7,36,41.6
"2476","Pennsylvania",1977,47.9,58.3,37.5,46.6
"2477","Pennsylvania",1978,46.4,56.7,36.1,43.1
"2478","Pennsylvania",1979,47.5,57.4,37.5,48.3
"2479","Pennsylvania",1980,47.3,57.8,36.9,36.8
"2480","Pennsylvania",1981,47.5,57.7,37.3,40.2
"2481","Pennsylvania",1982,47.9,58.4,37.4,38.3
"2482","Pennsylvania",1983,48.7,58.9,38.4,46.7
"2483","Pennsylvania",1984,48.2,58.4,38.1,46.1
"2484","Pennsylvania",1985,48.5,58.9,38.1,41.5
"2485","Pennsylvania",1986,48.8,58.8,38.8,43.2
"2486","Pennsylvania",1987,49.2,59.6,38.9,40.6
"2487","Pennsylvania",1988,48.1,59,37.2,35.9
"2488","Pennsylvania",1989,47.5,57.5,37.5,44.2
"2489","Pennsylvania",1990,50.7,61,40.4,49.7
"2490","Pennsylvania",1991,50.7,61.6,39.9,33.3
"2491","Pennsylvania",1992,47.6,57.3,38,41.6
"2492","Pennsylvania",1993,48.2,58.5,38,45.8
"2493","Pennsylvania",1994,48,58.7,37.2,48.1
"2494","Pennsylvania",1995,48.5,58.8,38.1,37.5
"2495","Pennsylvania",1996,47.6,57.4,37.8,56.3
"2496","Pennsylvania",1997,48,58.2,37.7,38.8
"2497","Pennsylvania",1998,51.8,61.9,41.6,40.4
"2498","Pennsylvania",1999,50,61,39.1,41.1
"2499","Pennsylvania",2000,48.5,58.8,38.2,41.3
"2500","Pennsylvania",2001,49.9,60.6,39.3,34.3
"2501","Pennsylvania",2002,50.3,60.7,39.8,43.5
"2502","Pennsylvania",2003,48,57.7,38.2,53.5
"2503","Pennsylvania",2004,49.1,58.9,39.2,53.9
"2504","Pennsylvania",2005,49.5,60,39,42.9
"2505","Pennsylvania",2006,50.8,60.9,40.6,47.5
"2506","Pennsylvania",2007,49.5,60.1,38.9,44.1
"2507","Pennsylvania",2008,48.8,59.3,38.4,45.8
"2508","Pennsylvania",2009,48.4,58.4,38.4,42.7
"2509","Pennsylvania",2010,50.1,60.4,39.8,42.3
"2510","Pennsylvania",2011,50.4,60.3,40.5,61
"2511","Pennsylvania",2012,51.8,62.2,41.4,43.4
"2512","Pennsylvania",2013,49,58.8,39.2,41.8
"2513","Pennsylvania",2014,47.4,57.7,37.2,42.4
"2514","Pennsylvania",2015,49.5,60.1,38.9,43.1
"2515","Pennsylvania",2016,50.9,61.7,40.2,39
"2516","Pennsylvania",2017,50.6,60.6,40.6,46.6
"2517","Rhode Island",1950,48.7,58,39.3,39.2
"2518","Rhode Island",1951,50,59.4,40.5,45.3
"2519","Rhode Island",1952,50.2,59.5,40.9,41.7
"2520","Rhode Island",1953,51.1,60.7,41.6,56.8
"2521","Rhode Island",1954,49.3,58.6,40,54.5
"2522","Rhode Island",1955,49,58.1,39.8,50.1
"2523","Rhode Island",1956,48.2,57.4,39,44.2
"2524","Rhode Island",1957,50,60,39.9,32.7
"2525","Rhode Island",1958,47.4,56.1,38.6,52.3
"2526","Rhode Island",1959,49.5,59,40,47.2
"2527","Rhode Island",1960,48.5,57.9,39,45.1
"2528","Rhode Island",1961,48.7,57.7,39.8,46.4
"2529","Rhode Island",1962,47.1,56.6,37.6,45.2
"2530","Rhode Island",1963,48.1,57.9,38.3,38.2
"2531","Rhode Island",1964,48.5,58.2,38.7,37.9
"2532","Rhode Island",1965,48,57.7,38.3,28.2
"2533","Rhode Island",1966,48.6,58.1,39.2,37.4
"2534","Rhode Island",1967,47.7,56.8,38.5,48.1
"2535","Rhode Island",1968,48.3,57.9,38.8,43
"2536","Rhode Island",1969,48.8,57.8,39.9,48.5
"2537","Rhode Island",1970,48.4,57.6,39.1,43.5
"2538","Rhode Island",1971,49.1,58.4,39.8,39.8
"2539","Rhode Island",1972,48,57,39,63.4
"2540","Rhode Island",1973,50.8,60.1,41.5,51
"2541","Rhode Island",1974,49.1,58.5,39.6,42.8
"2542","Rhode Island",1975,49.9,58.9,40.8,53.2
"2543","Rhode Island",1976,48.3,58.1,38.5,41.7
"2544","Rhode Island",1977,49.1,58.4,39.8,52.7
"2545","Rhode Island",1978,47.4,57.1,37.8,46.2
"2546","Rhode Island",1979,49.7,58.6,40.8,55.8
"2547","Rhode Island",1980,48.5,58.2,38.9,37.3
"2548","Rhode Island",1981,48.9,58.4,39.4,40.3
"2549","Rhode Island",1982,48.6,58.2,39,48.8
"2550","Rhode Island",1983,50.3,59.6,41,63
"2551","Rhode Island",1984,49.8,59,40.6,50.6
"2552","Rhode Island",1985,49.2,58.7,39.6,42.3
"2553","Rhode Island",1986,49,58.4,39.6,48.5
"2554","Rhode Island",1987,49.1,58.7,39.6,42.8
"2555","Rhode Island",1988,49,58.7,39.3,42.9
"2556","Rhode Island",1989,48.6,58,39,55
"2557","Rhode Island",1990,51.5,60.9,42,50
"2558","Rhode Island",1991,51.4,61.3,41.4,46.7
"2559","Rhode Island",1992,48.4,57.7,39.1,48.1
"2560","Rhode Island",1993,49.3,58.9,39.8,43.7
"2561","Rhode Island",1994,49.6,59.2,39.9,46
"2562","Rhode Island",1995,49.9,59.3,40.4,40.2
"2563","Rhode Island",1996,49.1,58,40.1,56.4
"2564","Rhode Island",1997,49.4,58.8,40,40.8
"2565","Rhode Island",1998,52,61.2,42.8,56.4
"2566","Rhode Island",1999,51.8,61.7,41.8,45.9
"2567","Rhode Island",2000,49.4,58.7,40.1,48.8
"2568","Rhode Island",2001,51.1,60.7,41.4,43.2
"2569","Rhode Island",2002,51.2,60.7,41.6,47.4
"2570","Rhode Island",2003,49,58,40,52.9
"2571","Rhode Island",2004,49.3,58.4,40.2,47.6
"2572","Rhode Island",2005,50.1,59.4,40.8,57.8
"2573","Rhode Island",2006,51.8,60.9,42.8,56.7
"2574","Rhode Island",2007,50.3,59.8,40.7,44.4
"2575","Rhode Island",2008,50.8,60.2,41.3,56.7
"2576","Rhode Island",2009,49.8,58.7,40.8,54
"2577","Rhode Island",2010,52,61.2,42.7,53.3
"2578","Rhode Island",2011,51.6,60.9,42.4,57.5
"2579","Rhode Island",2012,52.9,62.1,43.6,41.1
"2580","Rhode Island",2013,50.6,59.9,41.4,43.1
"2581","Rhode Island",2014,49.7,59.2,40.3,47.2
"2582","Rhode Island",2015,50.4,60.2,40.6,40.8
"2583","Rhode Island",2016,52.2,61.9,42.5,41.2
"2584","Rhode Island",2017,51.5,60.6,42.4,49.1
"2585","South Carolina",1950,62.5,74.2,50.9,41.2
"2586","South Carolina",1951,62.6,74.6,50.6,38
"2587","South Carolina",1952,63,75,51,46.4
"2588","South Carolina",1953,63.5,75.5,51.5,46.5
"2589","South Carolina",1954,63.3,75.9,50.7,31.7
"2590","South Carolina",1955,62.5,74.3,50.8,41.9
"2591","South Carolina",1956,63.1,75,51.2,41.4
"2592","South Carolina",1957,63,74.1,52,48.8
"2593","South Carolina",1958,60.7,72,49.4,47.5
"2594","South Carolina",1959,62.7,73.7,51.6,60.8
"2595","South Carolina",1960,61,72.6,49.4,48.7
"2596","South Carolina",1961,61.7,73.4,49.9,51.5
"2597","South Carolina",1962,61.8,73.5,50.1,48.8
"2598","South Carolina",1963,60.7,72.8,48.7,45.1
"2599","South Carolina",1964,61.7,73,50.4,69.3
"2600","South Carolina",1965,62.2,73.7,50.7,48.5
"2601","South Carolina",1966,60.7,72.1,49.2,48
"2602","South Carolina",1967,61.1,73.2,49.1,46.9
"2603","South Carolina",1968,60.8,72.8,48.7,43.7
"2604","South Carolina",1969,60.7,72.1,49.3,49.9
"2605","South Carolina",1970,62.3,74.2,50.4,44.1
"2606","South Carolina",1971,62.4,73.6,51.3,58.8
"2607","South Carolina",1972,62.1,73.4,50.7,49.3
"2608","South Carolina",1973,62.6,74,51.1,54.8
"2609","South Carolina",1974,63,74.8,51.2,47.9
"2610","South Carolina",1975,63.1,74.4,51.9,58.2
"2611","South Carolina",1976,60.9,73,48.8,51.6
"2612","South Carolina",1977,62.2,74,50.4,44.1
"2613","South Carolina",1978,61.6,73.2,49.9,41.1
"2614","South Carolina",1979,61.5,72.9,50,56
"2615","South Carolina",1980,61.9,73.6,50.1,45
"2616","South Carolina",1981,61.2,73.6,48.8,40.1
"2617","South Carolina",1982,62.7,73.7,51.7,50.2
"2618","South Carolina",1983,61.3,72.9,49.7,52.2
"2619","South Carolina",1984,62.4,74.3,50.5,47.6
"2620","South Carolina",1985,63,74.5,51.6,48
"2621","South Carolina",1986,64.1,75.7,52.4,39.8
"2622","South Carolina",1987,62.3,74,50.7,47.6
"2623","South Carolina",1988,61.2,73.3,49,39.2
"2624","South Carolina",1989,62.2,73.3,51.2,53.9
"2625","South Carolina",1990,65,77,52.9,46.1
"2626","South Carolina",1991,63.8,74.7,52.8,50.9
"2627","South Carolina",1992,61.9,72.9,51,54.7
"2628","South Carolina",1993,62.6,74.1,51.1,44.1
"2629","South Carolina",1994,62.8,74,51.6,56.1
"2630","South Carolina",1995,62.5,73.7,51.2,54.4
"2631","South Carolina",1996,61.8,73.3,50.3,45.9
"2632","South Carolina",1997,62.2,73.4,50.9,53.8
"2633","South Carolina",1998,64.7,75.9,53.4,54.1
"2634","South Carolina",1999,63.4,75.3,51.4,44.1
"2635","South Carolina",2000,62.2,74.2,50.3,41.2
"2636","South Carolina",2001,63.3,75.3,51.3,34.7
"2637","South Carolina",2002,63.7,75.1,52.3,46.5
"2638","South Carolina",2003,62.4,73.2,51.5,55.1
"2639","South Carolina",2004,63.2,74.2,52.1,45.8
"2640","South Carolina",2005,63.1,74.2,51.9,47.5
"2641","South Carolina",2006,63.6,75.5,51.8,43.7
"2642","South Carolina",2007,64.3,76.4,52.1,34.9
"2643","South Carolina",2008,62.9,74.7,51.3,45.7
"2644","South Carolina",2009,62.7,73.6,51.8,50.5
"2645","South Carolina",2010,62.6,74.3,50.8,41.1
"2646","South Carolina",2011,64.1,76.1,52.1,38.2
"2647","South Carolina",2012,64.5,75.8,53.2,43.7
"2648","South Carolina",2013,62.3,73.1,51.6,56.3
"2649","South Carolina",2014,62.2,73.6,50.8,47
"2650","South Carolina",2015,64.5,75.3,53.7,60.6
"2651","South Carolina",2016,64.9,76.1,53.6,46.2
"2652","South Carolina",2017,65.1,76.4,53.8,46.5
"2653","South Dakota",1950,40.9,53.4,28.5,17.4
"2654","South Dakota",1951,40.9,52.8,28.9,21.6
"2655","South Dakota",1952,44.7,57.6,31.9,13.7
"2656","South Dakota",1953,46.1,58.2,33.9,21.6
"2657","South Dakota",1954,46.1,58.6,33.6,16.9
"2658","South Dakota",1955,44.4,57.5,31.3,15.8
"2659","South Dakota",1956,44.6,57.4,31.7,16.9
"2660","South Dakota",1957,44.2,55.7,32.7,22.3
"2661","South Dakota",1958,45,58,32.1,14.8
"2662","South Dakota",1959,44.4,57,31.7,16.7
"2663","South Dakota",1960,43.7,56.2,31.2,18.1
"2664","South Dakota",1961,45.1,58,32.2,15.9
"2665","South Dakota",1962,44.3,56.4,32.2,24.5
"2666","South Dakota",1963,46.5,59.2,33.7,19.8
"2667","South Dakota",1964,44.8,57.9,31.8,17.9
"2668","South Dakota",1965,43.3,55.5,31.2,21.5
"2669","South Dakota",1966,43.3,55.9,30.7,18.3
"2670","South Dakota",1967,44.2,56.8,31.6,17.4
"2671","South Dakota",1968,44.2,56.6,31.8,21
"2672","South Dakota",1969,43.6,55.6,31.6,17.5
"2673","South Dakota",1970,43.6,56.1,31.2,18.6
"2674","South Dakota",1971,43.7,55.9,31.6,20.9
"2675","South Dakota",1972,42.6,54.3,30.8,20.6
"2676","South Dakota",1973,46,58,34,18.6
"2677","South Dakota",1974,46,59.3,32.6,13
"2678","South Dakota",1975,44,56,31.9,18.3
"2679","South Dakota",1976,46.2,59.7,32.6,12.7
"2680","South Dakota",1977,45.6,57.5,33.6,25
"2681","South Dakota",1978,42.2,54.1,30.2,18.9
"2682","South Dakota",1979,42.6,54.9,30.3,18.4
"2683","South Dakota",1980,46.2,59.3,33.2,14.7
"2684","South Dakota",1981,47.5,60.3,34.7,17.4
"2685","South Dakota",1982,43,54.7,31.3,25
"2686","South Dakota",1983,45,56.4,33.6,19.3
"2687","South Dakota",1984,45,56.9,33.2,21.3
"2688","South Dakota",1985,42.9,55.3,30.5,18.5
"2689","South Dakota",1986,45.8,57.1,34.5,25.2
"2690","South Dakota",1987,48.6,60.9,36.2,17.3
"2691","South Dakota",1988,46.7,60,33.4,15.3
"2692","South Dakota",1989,44.3,56.9,31.7,16.2
"2693","South Dakota",1990,46.9,59.8,34,17.3
"2694","South Dakota",1991,46.8,58.7,34.8,21.2
"2695","South Dakota",1992,45.6,57.4,33.8,19.8
"2696","South Dakota",1993,42.3,53.4,31.2,25.4
"2697","South Dakota",1994,44.9,56.7,33,18.9
"2698","South Dakota",1995,44.7,55.8,33.6,25.4
"2699","South Dakota",1996,41.6,53,30.2,22.9
"2700","South Dakota",1997,44.8,56.2,33.4,21.1
"2701","South Dakota",1998,47.4,58.6,36.2,24.8
"2702","South Dakota",1999,47.8,60.1,35.6,21.6
"2703","South Dakota",2000,46,58.4,33.5,19.1
"2704","South Dakota",2001,46.5,58.4,34.6,20.1
"2705","South Dakota",2002,46.2,58.6,33.8,14.3
"2706","South Dakota",2003,46.1,58.4,33.7,17.1
"2707","South Dakota",2004,46.3,58.6,34,20.7
"2708","South Dakota",2005,47.3,59.6,35,20.7
"2709","South Dakota",2006,48.1,60.6,35.7,15.9
"2710","South Dakota",2007,46.8,58.8,34.8,22.9
"2711","South Dakota",2008,43.8,56,31.7,23.6
"2712","South Dakota",2009,43.6,55,32.1,22.5
"2713","South Dakota",2010,45.1,56.3,33.9,24.6
"2714","South Dakota",2011,44.8,56.3,33.2,22.1
"2715","South Dakota",2012,49.3,62.7,35.9,14.5
"2716","South Dakota",2013,44,55.7,32.4,24.9
"2717","South Dakota",2014,43.7,55.7,31.7,20.1
"2718","South Dakota",2015,47.5,59.8,35.2,22.7
"2719","South Dakota",2016,48.4,60.5,36.1,20.6
"2720","South Dakota",2017,46.8,59.1,34.5,17.6
"2721","Tennessee",1950,57.1,68,46.1,64.6
"2722","Tennessee",1951,57.6,69.3,46,60.1
"2723","Tennessee",1952,58.5,70.6,46.2,42.2
"2724","Tennessee",1953,58.9,71.6,46.3,46.1
"2725","Tennessee",1954,59,71.3,46.8,46.4
"2726","Tennessee",1955,58,69.8,46.3,49.9
"2727","Tennessee",1956,58.6,70.4,46.8,51.3
"2728","Tennessee",1957,58.5,69.4,47.6,66.3
"2729","Tennessee",1958,55.6,67,44.2,43.9
"2730","Tennessee",1959,57.8,69.3,46.3,51.6
"2731","Tennessee",1960,55.8,67.2,44.5,44.4
"2732","Tennessee",1961,56.7,68.1,45.3,55
"2733","Tennessee",1962,57.2,68.9,45.5,54.5
"2734","Tennessee",1963,56,68.5,43.6,42.3
"2735","Tennessee",1964,57.4,69.5,45.4,57.5
"2736","Tennessee",1965,57.8,69.6,45.9,46
"2737","Tennessee",1966,56.2,67.6,44.7,48.7
"2738","Tennessee",1967,56.7,68.3,45,53.4
"2739","Tennessee",1968,56.1,67.8,44.3,44.4
"2740","Tennessee",1969,56.1,67.6,44.6,50
"2741","Tennessee",1970,57.1,68.5,45.6,49.8
"2742","Tennessee",1971,57.7,69.1,46.2,50.4
"2743","Tennessee",1972,57.2,68.3,46.1,62.2
"2744","Tennessee",1973,58.2,69.2,47.3,65.3
"2745","Tennessee",1974,57.7,68.8,46.5,61.6
"2746","Tennessee",1975,57.8,68.8,46.8,62.3
"2747","Tennessee",1976,55.5,67.6,43.4,47.4
"2748","Tennessee",1977,57.3,68.8,45.8,56.1
"2749","Tennessee",1978,56.1,67.7,44.6,49.8
"2750","Tennessee",1979,55.8,66.5,45.1,66
"2751","Tennessee",1980,57.2,68.8,45.6,44.7
"2752","Tennessee",1981,56.7,68.2,45.1,46.5
"2753","Tennessee",1982,57.6,68.7,46.5,57.7
"2754","Tennessee",1983,56.7,67.8,45.5,54.9
"2755","Tennessee",1984,57.5,68.9,46.1,56
"2756","Tennessee",1985,57.3,68.1,46.4,43.1
"2757","Tennessee",1986,58.8,70.1,47.6,45.1
"2758","Tennessee",1987,58.4,70,46.6,43
"2759","Tennessee",1988,56.7,69,44.5,46.3
"2760","Tennessee",1989,56.6,67.3,45.9,65.5
"2761","Tennessee",1990,59.4,71,47.8,60.6
"2762","Tennessee",1991,59.1,69.8,48.4,60.4
"2763","Tennessee",1992,57,67.6,46.4,49.6
"2764","Tennessee",1993,57.2,68.1,46.2,48.2
"2765","Tennessee",1994,57.6,68.8,46.5,61.9
"2766","Tennessee",1995,57.4,68.7,46.2,52.1
"2767","Tennessee",1996,56.6,67.5,45.6,60
"2768","Tennessee",1997,56.8,67.6,46,56.5
"2769","Tennessee",1998,60.1,70.8,49.5,57.5
"2770","Tennessee",1999,59.3,71.4,47.2,46
"2771","Tennessee",2000,58,69.5,46.5,45
"2772","Tennessee",2001,58.2,69.6,46.8,54
"2773","Tennessee",2002,58.7,69.6,47.8,59.2
"2774","Tennessee",2003,57.5,68.1,46.9,61.7
"2775","Tennessee",2004,58.5,69,48,61.2
"2776","Tennessee",2005,58.7,69.9,47.6,44.6
"2777","Tennessee",2006,58.9,70.3,47.5,48.8
"2778","Tennessee",2007,59.9,71.9,48,37.7
"2779","Tennessee",2008,57.6,69,46.2,49.7
"2780","Tennessee",2009,57.6,68.1,47.1,60.2
"2781","Tennessee",2010,57.9,69.2,46.7,49.6
"2782","Tennessee",2011,58.9,69.9,47.9,62.5
"2783","Tennessee",2012,60.3,71.9,48.8,46.8
"2784","Tennessee",2013,57.1,67.4,46.8,63.2
"2785","Tennessee",2014,56.6,67.5,45.8,53.5
"2786","Tennessee",2015,59,69.7,48.3,59.1
"2787","Tennessee",2016,60.3,71.7,48.9,47
"2788","Tennessee",2017,60,70.8,49.2,56.1
"2789","Texas",1950,65.4,78.4,52.3,24.5
"2790","Texas",1951,65.3,78.5,52,20.3
"2791","Texas",1952,65,78.1,51.9,21.6
"2792","Texas",1953,65.8,78.8,52.8,22.8
"2793","Texas",1954,66.6,79.8,53.4,17.9
"2794","Texas",1955,65.2,78,52.4,22.1
"2795","Texas",1956,66,79.5,52.4,14.9
"2796","Texas",1957,64.6,76.2,53.1,35.7
"2797","Texas",1958,63.4,74.9,51.9,30.5
"2798","Texas",1959,63.7,76.1,51.3,29.6
"2799","Texas",1960,63.7,75.7,51.6,31.3
"2800","Texas",1961,63.4,75.8,51.1,28.6
"2801","Texas",1962,65.1,77.8,52.4,24
"2802","Texas",1963,65.2,78.2,52.2,19.7
"2803","Texas",1964,64.7,77.3,52,23.2
"2804","Texas",1965,65.1,77.1,53,26.6
"2805","Texas",1966,63.5,75.7,51.2,26.8
"2806","Texas",1967,64.9,77.5,52.2,25.3
"2807","Texas",1968,63.1,74.9,51.4,32.9
"2808","Texas",1969,64.5,76.6,52.4,29.6
"2809","Texas",1970,63.7,76.2,51.3,23.8
"2810","Texas",1971,64.9,77.4,52.5,28
"2811","Texas",1972,64.4,76.9,51.9,26.8
"2812","Texas",1973,63.7,75.8,51.6,35.3
"2813","Texas",1974,64.5,76.9,52.1,31.8
"2814","Texas",1975,63.8,76.4,51.1,27.2
"2815","Texas",1976,62.8,75.4,50.2,30.6
"2816","Texas",1977,65.3,77.9,52.6,22.6
"2817","Texas",1978,63.8,75.7,51.8,25.6
"2818","Texas",1979,62.9,75.1,50.7,30.9
"2819","Texas",1980,65,77.6,52.3,24.3
"2820","Texas",1981,65,76.8,53.1,32.1
"2821","Texas",1982,64.6,76.7,52.6,26.6
"2822","Texas",1983,63.4,75.5,51.2,25.7
"2823","Texas",1984,64.8,77.1,52.5,26.1
"2824","Texas",1985,64.4,76.2,52.5,29.8
"2825","Texas",1986,65.5,77.2,53.8,33.5
"2826","Texas",1987,63.8,76,51.6,30.3
"2827","Texas",1988,64.3,77.3,51.3,20.9
"2828","Texas",1989,64.3,76.9,51.6,25.2
"2829","Texas",1990,65.6,77.8,53.4,31.4
"2830","Texas",1991,64.8,76.4,53.1,37.2
"2831","Texas",1992,64.4,76.2,52.6,33.6
"2832","Texas",1993,64.1,76.2,51.9,27.3
"2833","Texas",1994,65.6,77.8,53.3,29.3
"2834","Texas",1995,65.2,77.6,52.8,27.6
"2835","Texas",1996,65.4,78.4,52.5,24.6
"2836","Texas",1997,63.9,75.6,52.2,34.1
"2837","Texas",1998,67,79.3,54.8,27.9
"2838","Texas",1999,66.6,79.6,53.6,22
"2839","Texas",2000,66.5,78.8,54.1,27.8
"2840","Texas",2001,65.7,77.5,53.8,29.1
"2841","Texas",2002,65,76.9,53.1,30.6
"2842","Texas",2003,65.5,77.7,53.3,24.2
"2843","Texas",2004,65.2,76.5,54,39.3
"2844","Texas",2005,66,78.5,53.5,22.2
"2845","Texas",2006,67.1,80.1,54.1,25.1
"2846","Texas",2007,64.8,76.5,53.2,36.2
"2847","Texas",2008,65.5,78.7,52.3,23.8
"2848","Texas",2009,65.8,78.5,53,28.5
"2849","Texas",2010,65.1,77.5,52.7,27.8
"2850","Texas",2011,67.3,80.9,53.8,14.7
"2851","Texas",2012,67.8,80.6,54.9,24.1
"2852","Texas",2013,65.1,77.6,52.6,26
"2853","Texas",2014,64.8,77.2,52.6,24
"2854","Texas",2015,65.8,77.4,54.2,41.2
"2855","Texas",2016,67.2,79.1,55.2,32.1
"2856","Texas",2017,67.3,79.7,54.9,30.3
"2857","Utah",1950,47.9,61.4,34.4,9.5
"2858","Utah",1951,46.8,59.5,34.1,14.6
"2859","Utah",1952,46.8,59.5,34.2,12.6
"2860","Utah",1953,48.3,61.5,35.2,10.3
"2861","Utah",1954,49.3,62.6,36.1,11.5
"2862","Utah",1955,46.1,59.1,33.2,11.1
"2863","Utah",1956,47.9,61.6,34.2,8.1
"2864","Utah",1957,47.3,59.1,35.6,18.1
"2865","Utah",1958,49.2,62.4,36.1,9.9
"2866","Utah",1959,48.5,61.6,35.3,11
"2867","Utah",1960,48.1,61.1,35.1,10.6
"2868","Utah",1961,47.7,60.4,35.1,13.3
"2869","Utah",1962,47.9,61.1,34.6,11.1
"2870","Utah",1963,48.4,61.1,35.6,12.7
"2871","Utah",1964,46.1,58.9,33.2,12.8
"2872","Utah",1965,47.1,59.1,35.1,18
"2873","Utah",1966,48.1,61.2,34.9,10.5
"2874","Utah",1967,47.5,60,34.9,13.9
"2875","Utah",1968,46.5,59,34.1,13.6
"2876","Utah",1969,48,60.4,35.7,15.3
"2877","Utah",1970,47.4,59.9,34.9,13.3
"2878","Utah",1971,46.6,59,34.3,13.6
"2879","Utah",1972,48.1,60.6,35.6,12.7
"2880","Utah",1973,46.2,58.5,34,13.9
"2881","Utah",1974,47.7,60.8,34.6,9.7
"2882","Utah",1975,45.7,58.3,33.2,13.6
"2883","Utah",1976,47.5,61.1,33.9,9.1
"2884","Utah",1977,48.9,62.2,35.7,10.8
"2885","Utah",1978,47.9,60.1,35.6,17.1
"2886","Utah",1979,46.6,59.5,33.8,11.7
"2887","Utah",1980,48.5,61,35.9,17.3
"2888","Utah",1981,50,62.5,37.5,15.2
"2889","Utah",1982,46.4,58.2,34.6,17.6
"2890","Utah",1983,47.8,59.1,36.4,20
"2891","Utah",1984,45.9,57.9,33.8,15.7
"2892","Utah",1985,47,59.4,34.6,14.8
"2893","Utah",1986,49.3,61.6,37,15
"2894","Utah",1987,48.4,60.9,35.9,14.7
"2895","Utah",1988,48.5,61.5,35.4,11.1
"2896","Utah",1989,48.6,61.9,35.2,9
"2897","Utah",1990,48.7,61.5,35.9,12.1
"2898","Utah",1991,47.5,59.9,35.1,13.5
"2899","Utah",1992,49,61.5,36.4,13
"2900","Utah",1993,46.8,59.2,34.4,15.6
"2901","Utah",1994,49.7,62.4,36.9,13.1
"2902","Utah",1995,49.2,61.9,36.4,15.5
"2903","Utah",1996,49.6,62.6,36.6,14.1
"2904","Utah",1997,48.2,60.6,35.7,16.8
"2905","Utah",1998,48.3,60.5,36.1,17.4
"2906","Utah",1999,49.2,62.5,35.8,12.4
"2907","Utah",2000,50.2,62.9,37.5,13.5
"2908","Utah",2001,50,63,37,11.6
"2909","Utah",2002,48.8,62.2,35.4,9
"2910","Utah",2003,50.6,63.5,37.7,11.5
"2911","Utah",2004,48.7,61.1,36.2,15.2
"2912","Utah",2005,49.3,61.9,36.7,16.6
"2913","Utah",2006,49.2,62.2,36.1,14.4
"2914","Utah",2007,49.9,63.3,36.5,11.2
"2915","Utah",2008,48.1,61.4,34.8,11.6
