state,year,tmin
Alabama,1950,51.5
Alabama,1951,51.4
Alabama,1952,50.9
Alabama,1953,51.4
Alabama,1954,51.1
Alabama,1955,51.2
Alabama,1956,51.2
Alabama,1957,52.9
Alabama,1958,49.7
Alabama,1959,51.4
Alabama,1960,49.7
Alabama,1961,50.1
Alabama,1962,50.8
Alabama,1963,49.3
Alabama,1964,50.7
Alabama,1965,51.2
Alabama,1966,50.1
Alabama,1967,49.9
Alabama,1968,48.6
Alabama,1969,49.4
Alabama,1970,50.2
Alabama,1971,50.9
Alabama,1972,51.2
Alabama,1973,51.6
Alabama,1974,51.2
Alabama,1975,51.6
Alabama,1976,48.4
Alabama,1977,50.6
Alabama,1978,49.8
Alabama,1979,50.0
Alabama,1980,50.5
Alabama,1981,49.6
Alabama,1982,51.9
Alabama,1983,49.9
Alabama,1984,50.8
Alabama,1985,51.5
Alabama,1986,52.4
Alabama,1987,51.0
Alabama,1988,50.0
Alabama,1989,51.1
Alabama,1990,52.5
Alabama,1991,53.1
Alabama,1992,51.0
Alabama,1993,50.9
Alabama,1994,52.0
Alabama,1995,51.5
Alabama,1996,50.6
Alabama,1997,51.2
Alabama,1998,53.9
Alabama,1999,51.9
Alabama,2000,51.2
Alabama,2001,51.4
Alabama,2002,52.4
Alabama,2003,51.6
Alabama,2004,52.4
Alabama,2005,51.9
Alabama,2006,51.7
Alabama,2007,52.0
Alabama,2008,51.1
Alabama,2009,52.0
Alabama,2010,50.7
Alabama,2011,51.7
Alabama,2012,53.3
Alabama,2013,51.9
Alabama,2014,50.4
Alabama,2015,53.8
Alabama,2016,53.4
Alabama,2017,53.9
Arizona,1950,44.9
Arizona,1951,44.5
Arizona,1952,44.7
Arizona,1953,44.1
Arizona,1954,46.0
Arizona,1955,43.8
Arizona,1956,44.2
Arizona,1957,46.3
Arizona,1958,46.3
Arizona,1959,45.8
Arizona,1960,45.1
Arizona,1961,45.0
Arizona,1962,45.5
Arizona,1963,45.4
Arizona,1964,43.4
Arizona,1965,44.6
Arizona,1966,45.1
Arizona,1967,44.5
Arizona,1968,44.5
Arizona,1969,45.8
Arizona,1970,44.6
Arizona,1971,43.8
Arizona,1972,45.1
Arizona,1973,44.1
Arizona,1974,45.0
Arizona,1975,43.3
Arizona,1976,44.5
Arizona,1977,45.9
Arizona,1978,46.3
Arizona,1979,44.4
Arizona,1980,46.0
Arizona,1981,47.3
Arizona,1982,45.4
Arizona,1983,46.1
Arizona,1984,45.6
Arizona,1985,45.7
Arizona,1986,46.7
Arizona,1987,45.4
Arizona,1988,45.9
Arizona,1989,46.2
Arizona,1990,45.7
Arizona,1991,45.4
Arizona,1992,46.1
Arizona,1993,45.9
Arizona,1994,46.4
Arizona,1995,46.8
Arizona,1996,47.4
Arizona,1997,46.5
Arizona,1998,45.3
Arizona,1999,45.9
Arizona,2000,47.3
Arizona,2001,46.9
Arizona,2002,46.3
Arizona,2003,47.6
Arizona,2004,46.6
Arizona,2005,47.2
Arizona,2006,46.6
Arizona,2007,47.3
Arizona,2008,46.3
Arizona,2009,46.6
Arizona,2010,46.5
Arizona,2011,45.9
Arizona,2012,47.4
Arizona,2013,46.3
Arizona,2014,48.0
Arizona,2015,48.0
Arizona,2016,47.9
Arizona,2017,48.5
Arkansas,1950,48.9
Arkansas,1951,48.6
Arkansas,1952,48.5
Arkansas,1953,49.2
Arkansas,1954,50.1
Arkansas,1955,49.1
Arkansas,1956,49.2
Arkansas,1957,50.2
Arkansas,1958,48.1
Arkansas,1959,48.9
Arkansas,1960,47.8
Arkansas,1961,48.1
Arkansas,1962,49.2
Arkansas,1963,48.0
Arkansas,1964,48.8
Arkansas,1965,49.6
Arkansas,1966,47.8
Arkansas,1967,48.4
Arkansas,1968,47.7
Arkansas,1969,48.2
Arkansas,1970,48.7
Arkansas,1971,49.0
Arkansas,1972,48.9
Arkansas,1973,50.2
Arkansas,1974,49.5
Arkansas,1975,49.0
Arkansas,1976,46.9
Arkansas,1977,49.4
Arkansas,1978,47.6
Arkansas,1979,47.2
Arkansas,1980,48.7
Arkansas,1981,48.9
Arkansas,1982,49.1
Arkansas,1983,48.1
Arkansas,1984,49.0
Arkansas,1985,48.9
Arkansas,1986,50.5
Arkansas,1987,49.5
Arkansas,1988,47.8
Arkansas,1989,48.0
Arkansas,1990,50.5
Arkansas,1991,50.9
Arkansas,1992,49.2
Arkansas,1993,48.7
Arkansas,1994,49.7
Arkansas,1995,49.2
Arkansas,1996,48.7
Arkansas,1997,49.0
Arkansas,1998,52.6
Arkansas,1999,50.4
Arkansas,2000,49.8
Arkansas,2001,50.3
Arkansas,2002,50.0
Arkansas,2003,49.6
Arkansas,2004,50.7
Arkansas,2005,50.6
Arkansas,2006,50.4
Arkansas,2007,51.0
Arkansas,2008,48.9
Arkansas,2009,49.7
Arkansas,2010,50.0
Arkansas,2011,50.6
Arkansas,2012,52.0
Arkansas,2013,49.0
Arkansas,2014,48.1
Arkansas,2015,50.9
Arkansas,2016,52.1
Arkansas,2017,51.7
California,1950,45.4
California,1951,44.6
California,1952,44.4
California,1953,44.3
California,1954,44.7
California,1955,43.5
California,1956,43.9
California,1957,45.1
California,1958,46.4
California,1959,45.6
California,1960,45.3
California,1961,45.1
California,1962,44.6
California,1963,45.1
California,1964,43.9
California,1965,44.6
California,1966,45.3
California,1967,45.2
California,1968,45.2
California,1969,45.3
California,1970,45.3
California,1971,43.8
California,1972,44.9
California,1973,45.2
California,1974,45.1
California,1975,43.8
California,1976,44.4
California,1977,45.4
California,1978,45.6
California,1979,45.3
California,1980,45.6
California,1981,47.0
California,1982,44.7
California,1983,46.5
California,1984,46.0
California,1985,44.7
California,1986,46.5
California,1987,45.8
California,1988,45.8
California,1989,45.1
California,1990,45.0
California,1991,45.5
California,1992,47.0
California,1993,45.5
California,1994,45.4
California,1995,46.9
California,1996,47.2
California,1997,46.8
California,1998,45.2
California,1999,45.1
California,2000,46.3
California,2001,46.5
California,2002,45.7
California,2003,47.0
California,2004,46.3
California,2005,46.4
California,2006,46.0
California,2007,45.8
California,2008,46.0
California,2009,45.9
California,2010,45.7
California,2011,44.9
California,2012,46.5
California,2013,46.1
California,2014,48.7
California,2015,48.1
California,2016,47.7
California,2017,48.0
Colorado,1950,30.7
Colorado,1951,29.8
Colorado,1952,30.3
Colorado,1953,31.8
Colorado,1954,33.0
Colorado,1955,30.0
Colorado,1956,30.4
Colorado,1957,31.4
Colorado,1958,31.8
Colorado,1959,30.9
Colorado,1960,30.4
Colorado,1961,30.4
Colorado,1962,30.8
Colorado,1963,32.0
Colorado,1964,29.6
Colorado,1965,31.0
Colorado,1966,30.4
Colorado,1967,31.0
Colorado,1968,29.7
Colorado,1969,31.6
Colorado,1970,30.6
Colorado,1971,30.4
Colorado,1972,31.1
Colorado,1973,30.1
Colorado,1974,30.2
Colorado,1975,29.5
Colorado,1976,30.4
Colorado,1977,32.2
Colorado,1978,31.0
Colorado,1979,29.9
Colorado,1980,31.8
Colorado,1981,33.4
Colorado,1982,30.9
Colorado,1983,31.7
Colorado,1984,30.7
Colorado,1985,30.9
Colorado,1986,33.0
Colorado,1987,31.6
Colorado,1988,31.1
Colorado,1989,31.2
Colorado,1990,32.0
Colorado,1991,31.5
Colorado,1992,31.9
Colorado,1993,30.7
Colorado,1994,32.6
Colorado,1995,32.2
Colorado,1996,31.8
Colorado,1997,31.6
Colorado,1998,32.8
Colorado,1999,32.6
Colorado,2000,33.0
Colorado,2001,32.9
Colorado,2002,31.6
Colorado,2003,33.1
Colorado,2004,32.2
Colorado,2005,32.9
Colorado,2006,32.5
Colorado,2007,32.3
Colorado,2008,30.9
Colorado,2009,31.6
Colorado,2010,32.3
Colorado,2011,31.4
Colorado,2012,33.7
Colorado,2013,31.2
Colorado,2014,32.4
Colorado,2015,34.1
Colorado,2016,33.3
Colorado,2017,34.1
Connecticut,1950,37.7
Connecticut,1951,38.8
Connecticut,1952,39.3
Connecticut,1953,40.0
Connecticut,1954,38.6
Connecticut,1955,38.5
Connecticut,1956,37.6
Connecticut,1957,38.4
Connecticut,1958,37.1
Connecticut,1959,38.9
Connecticut,1960,37.6
Connecticut,1961,38.2
Connecticut,1962,36.2
Connecticut,1963,36.3
Connecticut,1964,37.0
Connecticut,1965,36.9
Connecticut,1966,37.3
Connecticut,1967,37.1
Connecticut,1968,37.3
Connecticut,1969,38.2
Connecticut,1970,37.7
Connecticut,1971,38.1
Connecticut,1972,37.5
Connecticut,1973,39.9
Connecticut,1974,37.9
Connecticut,1975,39.2
Connecticut,1976,37.0
Connecticut,1977,38.0
Connecticut,1978,36.3
Connecticut,1979,39.3
Connecticut,1980,37.4
Connecticut,1981,38.2
Connecticut,1982,37.3
Connecticut,1983,39.2
Connecticut,1984,38.9
Connecticut,1985,38.4
Connecticut,1986,38.4
Connecticut,1987,38.4
Connecticut,1988,37.8
Connecticut,1989,37.7
Connecticut,1990,40.9
Connecticut,1991,40.4
Connecticut,1992,37.8
Connecticut,1993,38.3
Connecticut,1994,38.4
Connecticut,1995,38.8
Connecticut,1996,38.6
Connecticut,1997,38.5
Connecticut,1998,41.6
Connecticut,1999,40.1
Connecticut,2000,38.4
Connecticut,2001,39.6
Connecticut,2002,40.2
Connecticut,2003,38.4
Connecticut,2004,38.9
Connecticut,2005,39.2
Connecticut,2006,41.1
Connecticut,2007,39.2
Connecticut,2008,39.5
Connecticut,2009,39.1
Connecticut,2010,41.4
Connecticut,2011,41.0
Connecticut,2012,42.6
Connecticut,2013,40.0
Connecticut,2014,38.7
Connecticut,2015,39.2
Connecticut,2016,41.3
Connecticut,2017,41.2
Delaware,1950,43.8
Delaware,1951,44.1
Delaware,1952,44.8
Delaware,1953,45.4
Delaware,1954,44.6
Delaware,1955,44.4
Delaware,1956,44.4
Delaware,1957,45.1
Delaware,1958,42.9
Delaware,1959,45.4
Delaware,1960,43.4
Delaware,1961,44.1
Delaware,1962,42.9
Delaware,1963,42.2
Delaware,1964,43.5
Delaware,1965,43.2
Delaware,1966,43.1
Delaware,1967,42.3
Delaware,1968,43.5
Delaware,1969,43.7
Delaware,1970,44.0
Delaware,1971,44.8
Delaware,1972,44.2
Delaware,1973,45.8
Delaware,1974,44.3
