state,year,month,tavg
New York,1956,8,29
New York,1957,9,14.5
New York,1957,10,26
New York,1957,11,32.1
New York,1957,12,45.4
New York,1957,1,53.7
New York,1957,2,67
New York,1957,3,67.1
New York,1957,4,63.6
New York,1957,5,59.5
New York,1957,6,47
New York,1957,7,38.4
New York,1957,8,30.2
New York,1958,9,20.2
New York,1958,10,15.8
New York,1958,11,31.8
New York,1958,12,45
New York,1958,1,51.4
New York,1958,2,58.8
New York,1958,3,68.1
New York,1958,4,65.6
New York,1958,5,58.8
New York,1958,6,47.2
New York,1958,7,38
New York,1958,8,16.2
New York,1959,9,18
New York,1959,10,18.1
New York,1959,11,28.6
New York,1959,12,44.3
New York,1959,1,57.3
New York,1959,2,64.3
New York,1959,3,69.7
New York,1959,4,70.3
New York,1959,5,63
New York,1959,6,49.2
New York,1959,7,35.1
New York,1959,8,27.3
New York,1960,9,20.9
New York,1960,10,24.5
New York,1960,11,21.5
New York,1960,12,46.2
New York,1960,1,56.7
New York,1960,2,63.1
New York,1960,3,65.8
New York,1960,4,65.9
New York,1960,5,60.6
New York,1960,6,46.9
New York,1960,7,39.5
New York,1960,8,19.6
New York,1961,9,13.9
New York,1961,10,23
New York,1961,11,31
New York,1961,12,40
New York,1961,1,52.2
New York,1961,2,63
New York,1961,3,68
New York,1961,4,66.6
New York,1961,5,65.8
New York,1961,6,51.4
New York,1961,7,37.2
New York,1961,8,25.2
New York,1962,9,19.1
New York,1962,10,18.1
New York,1962,11,31
New York,1962,12,43.2
New York,1962,1,57.4
New York,1962,2,64.2
New York,1962,3,65.2
New York,1962,4,65.5
New York,1962,5,55.9
New York,1962,6,48
New York,1962,7,32.7
New York,1962,8,21.2
New York,1963,9,17.1
New York,1963,10,14.4
New York,1963,11,31.5
New York,1963,12,42.7
New York,1963,1,52.6
New York,1963,2,64
New York,1963,3,68.3
New York,1963,4,62.9
New York,1963,5,54.5
New York,1963,6,53.2
New York,1963,7,41.2
New York,1963,8,17.2
New York,1964,9,22.6
New York,1964,10,19.6
New York,1964,11,32.1
New York,1964,12,42.8
New York,1964,1,57.6
New York,1964,2,62.5
New York,1964,3,70
New York,1964,4,62.8
New York,1964,5,58.4
New York,1964,6,46
New York,1964,7,39
New York,1964,8,25.7
New York,1965,9,16.8
New York,1965,10,20.8
New York,1965,11,28.1
New York,1965,12,39.1
New York,1965,1,57.5
New York,1965,2,61.7
New York,1965,3,64.8
New York,1965,4,65.6
New York,1965,5,60
New York,1965,6,45.9
New York,1965,7,35.1
New York,1965,8,28.7
New York,1966,9,17.6
New York,1966,10,21.2
New York,1966,11,32.3
New York,1966,12,40.5
New York,1966,1,50
New York,1966,2,64
New York,1966,3,68.9
New York,1966,4,66.6
New York,1966,5,56.2
New York,1966,6,46.4
New York,1966,7,39.7
New York,1966,8,25.4
New York,1967,9,26.1
New York,1967,10,16.4
New York,1967,11,27.7
New York,1967,12,42.5
New York,1967,1,47.3
New York,1967,2,67
New York,1967,3,67.6
New York,1967,4,65.3
New York,1967,5,57.7
New York,1967,6,48.2
New York,1967,7,32.2
New York,1967,8,27
New York,1968,9,14.1
New York,1968,10,16.2
New York,1968,11,33.3
New York,1968,12,47.5
New York,1968,1,51.4
New York,1968,2,62.3
New York,1968,3,68.5
New York,1968,4,65.6
New York,1968,5,61.2
New York,1968,6,50.3
New York,1968,7,35.3
New York,1968,8,21.4
New York,1969,9,19.6
New York,1969,10,21.6
New York,1969,11,28.4
New York,1969,12,44.7
New York,1969,1,53.5
New York,1969,2,63.1
New York,1969,3,67.3
New York,1969,4,67.7
New York,1969,5,59.6
New York,1969,6,47.2
New York,1969,7,36.4
New York,1969,8,20.7
New York,1970,9,10.8
New York,1970,10,20.4
New York,1970,11,27.9
New York,1970,12,43.6
New York,1970,1,56.1
New York,1970,2,62.9
New York,1970,3,68.4
New York,1970,4,67.1
New York,1970,5,60.2
New York,1970,6,50.8
New York,1970,7,39
New York,1970,8,21.8
New York,1971,9,14.4
New York,1971,10,22.7
New York,1971,11,27.2
New York,1971,12,39
New York,1971,1,52.8
New York,1971,2,64.5
New York,1971,3,66.6
New York,1971,4,65.3
New York,1971,5,62.5
New York,1971,6,54.1
New York,1971,7,34.9
New York,1971,8,28.1
New York,1972,9,22
New York,1972,10,17.8
New York,1972,11,27
New York,1972,12,37.6
New York,1972,1,56.1
New York,1972,2,61.2
New York,1972,3,68.3
New York,1972,4,64.8
New York,1972,5,59.4
New York,1972,6,43.1
New York,1972,7,33
New York,1972,8,26.7
New York,1973,9,23.9
New York,1973,10,18.7
New York,1973,11,38.7
New York,1973,12,44.8
New York,1973,1,52
New York,1973,2,66.2
New York,1973,3,69.3
New York,1973,4,69.7
New York,1973,5,58.8
New York,1973,6,50.2
New York,1973,7,37.6
New York,1973,8,26.6
New York,1974,9,22.5
New York,1974,10,18.8
New York,1974,11,30.1
New York,1974,12,45.3
New York,1974,1,51.8
New York,1974,2,62.8
New York,1974,3,67.6
New York,1974,4,66.6
New York,1974,5,56.7
New York,1974,6,43.4
New York,1974,7,37
New York,1974,8,27.8
New York,1975,9,24.4
New York,1975,10,24
New York,1975,11,28.2
New York,1975,12,36.9
New York,1975,1,59.6
New York,1975,2,64.3
New York,1975,3,69.8
New York,1975,4,66.8
New York,1975,5,55.7
New York,1975,6,50.3
New York,1975,7,42.2
New York,1975,8,23.6
New York,1976,9,13.8
New York,1976,10,27.4
New York,1976,11,33.8
New York,1976,12,45.4
New York,1976,1,51.9
New York,1976,2,66.3
New York,1976,3,65.6
New York,1976,4,64.7
New York,1976,5,56.5
New York,1976,6,43.2
New York,1976,7,31.4
New York,1976,8,18.3
New York,1977,9,11
New York,1977,10,21.7
New York,1977,11,36.6
New York,1977,12,44.6
New York,1977,1,57.4
New York,1977,2,61
New York,1977,3,68.4
New York,1977,4,65.5
New York,1977,5,59.1
New York,1977,6,46
New York,1977,7,39.4
New York,1977,8,23.2
New York,1978,9,16.9
New York,1978,10,13.1
New York,1978,11,26.5
New York,1978,12,40.2
New York,1978,1,55.5
New York,1978,2,62.6
New York,1978,3,67.4
New York,1978,4,67.4
New York,1978,5,56.5
New York,1978,6,46
New York,1978,7,36.6
New York,1978,8,25.7
New York,1979,9,19
New York,1979,10,10.7
New York,1979,11,35.4
New York,1979,12,42.3
New York,1979,1,55.6
New York,1979,2,62.6
New York,1979,3,68.6
New York,1979,4,65.4
New York,1979,5,58.2
New York,1979,6,47.5
New York,1979,7,40.9
New York,1979,8,29
New York,1980,9,21.6
New York,1980,10,17.6
New York,1980,11,29.3
New York,1980,12,44.3
New York,1980,1,56
New York,1980,2,60.3
New York,1980,3,68.6
New York,1980,4,69.2
New York,1980,5,59.6
New York,1980,6,44.7
New York,1980,7,33.1
New York,1980,8,19
New York,1981,9,11.9
New York,1981,10,29.4
New York,1981,11,31.8
New York,1981,12,46
New York,1981,1,55.2
New York,1981,2,64
New York,1981,3,68.5
New York,1981,4,65.7
New York,1981,5,57.3
New York,1981,6,44.1
New York,1981,7,36.5
New York,1981,8,25.4
New York,1982,9,12
New York,1982,10,21.4
New York,1982,11,29.7
New York,1982,12,40.4
New York,1982,1,57.2
New York,1982,2,60.7
New York,1982,3,68.1
New York,1982,4,63
New York,1982,5,59
New York,1982,6,48.5
New York,1982,7,40.1
New York,1982,8,32.2
New York,1983,9,22.2
New York,1983,10,25
New York,1983,11,34.4
New York,1983,12,41.9
New York,1983,1,52
New York,1983,2,64.4
New York,1983,3,69.7
New York,1983,4,67.9
New York,1983,5,60.9
New York,1983,6,48.4
New York,1983,7,37.5
New York,1983,8,21.9
New York,1984,9,16.7
New York,1984,10,30
New York,1984,11,24.2
New York,1984,12,43.8
New York,1984,1,51.6
New York,1984,2,64.8
New York,1984,3,67.2
New York,1984,4,68.4
New York,1984,5,56.4
New York,1984,6,51.2
New York,1984,7,36.5
New York,1984,8,31.6
New York,1985,9,16.1
New York,1985,10,22.8
New York,1985,11,33
New York,1985,12,45.6
New York,1985,1,56.3
New York,1985,2,59.5
New York,1985,3,67
New York,1985,4,65.6
New York,1985,5,60.7
New York,1985,6,48.9
New York,1985,7,38.9
New York,1985,8,21.8
New York,1986,9,21.2
New York,1986,10,20.3
New York,1986,11,33.9
New York,1986,12,46.7
New York,1986,1,57.9
New York,1986,2,61.6
New York,1986,3,67.5
New York,1986,4,64.3
New York,1986,5,57.5
New York,1986,6,47.6
New York,1986,7,34.3
New York,1986,8,28.2
New York,1987,9,20.3
New York,1987,10,18.9
New York,1987,11,34.6
New York,1987,12,47.4
New York,1987,1,56.1
New York,1987,2,65.2
New York,1987,3,70.1
New York,1987,4,64.8
New York,1987,5,58.7
New York,1987,6,45
New York,1987,7,37.6
New York,1987,8,29.2
New York,1988,9,19.2
New York,1988,10,21.6
New York,1988,11,31.3
New York,1988,12,43.1
New York,1988,1,56.4
New York,1988,2,61.8
New York,1988,3,71
New York,1988,4,69
New York,1988,5,57.4
New York,1988,6,43.8
New York,1988,7,39.1
New York,1988,8,24.4
New York,1989,9,25.6
New York,1989,10,20.8
New York,1989,11,30.3
New York,1989,12,40.3
New York,1989,1,55
New York,1989,2,64.7
New York,1989,3,68.2
New York,1989,4,65.6
New York,1989,5,59.1
New York,1989,6,49.1
New York,1989,7,35.8
New York,1989,8,11.1
New York,1990,9,30.3
New York,1990,10,26.7
New York,1990,11,34.5
New York,1990,12,45.6
New York,1990,1,52.1
New York,1990,2,63.9
New York,1990,3,68.2
New York,1990,4,67
New York,1990,5,58
New York,1990,6,50.7
New York,1990,7,39.5
New York,1990,8,30.8
New York,1991,9,21
New York,1991,10,27.6
New York,1991,11,34.7
New York,1991,12,47.4
New York,1991,1,60
New York,1991,2,65.5
New York,1991,3,68.6
New York,1991,4,68.2
New York,1991,5,57.4
New York,1991,6,50.1
New York,1991,7,37
New York,1991,8,27.5
New York,1992,9,22.2
New York,1992,10,23.9
New York,1992,11,27.5
New York,1992,12,41.6
New York,1992,1,54.4
New York,1992,2,61.2
New York,1992,3,64.6
New York,1992,4,63.9
New York,1992,5,58.6
New York,1992,6,44.1
New York,1992,7,36.2
New York,1992,8,27
New York,1993,9,24.3
New York,1993,10,14.9
New York,1993,11,27.6
New York,1993,12,44.2
New York,1993,1,55.2
New York,1993,2,62.4
New York,1993,3,69.6
New York,1993,4,67.8
New York,1993,5,57.6
New York,1993,6,45.6
New York,1993,7,36.4
New York,1993,8,24.5
New York,1994,9,10.6
New York,1994,10,16.9
New York,1994,11,29.1
New York,1994,12,44.9
New York,1994,1,52.2
New York,1994,2,65.8
New York,1994,3,70.4
New York,1994,4,64.5
New York,1994,5,58.2
New York,1994,6,47.9
New York,1994,7,41.5
New York,1994,8,30.1
New York,1995,9,27.2
New York,1995,10,18.6
New York,1995,11,35.3
New York,1995,12,39.8
New York,1995,1,53.7
New York,1995,2,66.1
New York,1995,3,70.6
New York,1995,4,68.7
New York,1995,5,56.8
New York,1995,6,52.1
New York,1995,7,33
New York,1995,8,20.8
New York,1996,9,18.9
New York,1996,10,21.8
New York,1996,11,27.8
New York,1996,12,41.6
New York,1996,1,52.6
New York,1996,2,65.3
New York,1996,3,66.4
New York,1996,4,67.3
New York,1996,5,60.2
New York,1996,6,48
New York,1996,7,32.6
New York,1996,8,31.9
New York,1997,9,20
New York,1997,10,27.3
New York,1997,11,30.1
New York,1997,12,41
New York,1997,1,49.8
New York,1997,2,64.9
New York,1997,3,66.9
New York,1997,4,64.9
New York,1997,5,57.8
New York,1997,6,46.9
New York,1997,7,34.5
New York,1997,8,27.8
New York,1998,9,27.5
New York,1998,10,30.2
New York,1998,11,34.8
New York,1998,12,46
New York,1998,1,60.4
New York,1998,2,63.7
New York,1998,3,67.7
New York,1998,4,68
New York,1998,5,61.1
New York,1998,6,49.4
New York,1998,7,38.5
New York,1998,8,32.8
New York,1999,9,20.7
New York,1999,10,27.1
New York,1999,11,30.1
New York,1999,12,44
New York,1999,1,57.4
New York,1999,2,66.7
New York,1999,3,71.3
New York,1999,4,65.8
New York,1999,5,62.1
New York,1999,6,46.7
New York,1999,7,42.2
New York,1999,8,28.6
New York,2000,9,19.2
New York,2000,10,25.9
New York,2000,11,37.9
New York,2000,12,42.6
New York,2000,1,56.4
New York,2000,2,63.5
New York,2000,3,64.8
New York,2000,4,65.4
New York,2000,5,58.3
New York,2000,6,48.8
New York,2000,7,36.3
New York,2000,8,19.4
New York,2001,9,22.4
New York,2001,10,24.7
New York,2001,11,28
New York,2001,12,44.4
New York,2001,1,57
New York,2001,2,64.8
New York,2001,3,65.9
New York,2001,4,70
New York,2001,5,59.4
New York,2001,6,50.1
New York,2001,7,43.1
New York,2001,8,33.4
New York,2002,9,29.1
New York,2002,10,29.1
New York,2002,11,33.2
New York,2002,12,45.9
New York,2002,1,51.3
New York,2002,2,64.3
New York,2002,3,70
New York,2002,4,69
New York,2002,5,63.1
New York,2002,6,46.2
New York,2002,7,36
New York,2002,8,24.8
New York,2003,9,14.6
New York,2003,10,18.3
New York,2003,11,31.7
New York,2003,12,41.3
New York,2003,1,53.8
New York,2003,2,62.6
New York,2003,3,68.1
New York,2003,4,69.1
New York,2003,5,60.5
New York,2003,6,46.2
New York,2003,7,40.5
New York,2003,8,27.5
New York,2004,9,12.8
New York,2004,10,21.6
New York,2004,11,34.8
New York,2004,12,44.1
New York,2004,1,58.5
New York,2004,2,62
New York,2004,3,67.3
New York,2004,4,65.8
New York,2004,5,61.9
New York,2004,6,48.4
New York,2004,7,38.8
New York,2004,8,26
New York,2005,9,18.6
New York,2005,10,24.1
New York,2005,11,27.6
New York,2005,12,45.9
New York,2005,1,51
New York,2005,2,69.1
New York,2005,3,71.1
New York,2005,4,70.1
New York,2005,5,63.2
New York,2005,6,49.7
New York,2005,7,40.5
New York,2005,8,23.8
New York,2006,9,30.1
New York,2006,10,24.7
New York,2006,11,31.7
New York,2006,12,45.7
New York,2006,1,55.7
New York,2006,2,64.4
New York,2006,3,71
New York,2006,4,66.8
New York,2006,5,58.1
New York,2006,6,46.6
New York,2006,7,42.4
New York,2006,8,34.4
New York,2007,9,25.2
New York,2007,10,16.2
New York,2007,11,30.2
New York,2007,12,41.2
New York,2007,1,56.2
New York,2007,2,65.7
New York,2007,3,66.7
New York,2007,4,67.8
New York,2007,5,62
New York,2007,6,54.9
New York,2007,7,35.9
New York,2007,8,25.9
New York,2008,9,25.9
New York,2008,10,23.5
New York,2008,11,29.3
New York,2008,12,48.4
New York,2008,1,51.7
New York,2008,2,66.6
New York,2008,3,69.1
New York,2008,4,64.8
New York,2008,5,60.7
New York,2008,6,46.4
New York,2008,7,36.4
New York,2008,8,26.5
New York,2009,9,15
New York,2009,10,24.7
New York,2009,11,33.1
New York,2009,12,45.8
New York,2009,1,55.1
New York,2009,2,62.1
New York,2009,3,65.2
New York,2009,4,67.9
New York,2009,5,58.4
New York,2009,6,45.9
New York,2009,7,41.8
New York,2009,8,25.2
New York,2010,9,21.8
New York,2010,10,24.1
New York,2010,11,38.2
New York,2010,12,49.2
New York,2010,1,58.6
New York,2010,2,65.1
New York,2010,3,71.4
New York,2010,4,68.2
New York,2010,5,60.9
New York,2010,6,48.5
New York,2010,7,37.9
New York,2010,8,23.1
New York,2011,9,18.6
New York,2011,10,21.8
New York,2011,11,30.9
New York,2011,12,45
New York,2011,1,58
New York,2011,2,65.1
New York,2011,3,71.4
New York,2011,4,67.6
New York,2011,5,62.6
New York,2011,6,49.6
New York,2011,7,43.1
New York,2011,8,31.8
New York,2012,9,26
New York,2012,10,29.9
New York,2012,11,43.3
New York,2012,12,43.9
New York,2012,1,60.5
New York,2012,2,64.6
New York,2012,3,71.4
New York,2012,4,68.4
New York,2012,5,59.9
New York,2012,6,50.9
New York,2012,7,35.7
New York,2012,8,31.6
New York,2013,9,24.3
New York,2013,10,23.3
New York,2013,11,30.6
New York,2013,12,43.4
New York,2013,1,57.2
New York,2013,2,64
New York,2013,3,71.2
New York,2013,4,65.8
New York,2013,5,58.3
New York,2013,6,50.8
New York,2013,7,34.4
New York,2013,8,25.4
New York,2014,9,16.9
New York,2014,10,18.8
New York,2014,11,23.6
New York,2014,12,43.5
New York,2014,1,56.7
New York,2014,2,65
New York,2014,3,67.4
New York,2014,4,65.3
New York,2014,5,60.1
New York,2014,6,51.3
New York,2014,7,35.3
New York,2014,8,30.2
New York,2015,9,16.2
New York,2015,10,9.2
New York,2015,11,25.5
New York,2015,12,43.3
New York,2015,1,61
New York,2015,2,63
New York,2015,3,68.1
New York,2015,4,67.5
New York,2015,5,65
New York,2015,6,47.4
New York,2015,7,42.8
New York,2015,8,39.3
New York,2016,9,23.7
New York,2016,10,26.7
New York,2016,11,37.7
New York,2016,12,41.3
New York,2016,1,55.7
New York,2016,2,64.1
New York,2016,3,70.4
New York,2016,4,70.9
New York,2016,5,62.9
New York,2016,6,50.5
New York,2016,7,40.2
New York,2016,8,27.6
New York,2017,9,28
New York,2017,10,30.6
New York,2017,11,28.2
New York,2017,12,48.8
New York,2017,1,54
New York,2017,2,64
New York,2017,3,68.1
New York,2017,4,65.7
New York,2017,5,62.4
New York,2017,6,54.8
New York,2017,7,36.2
New York,2017,8,22.6
New York,2018,9,19.1
New York,2018,10,29.4
New York,2018,11,29.9
New York,2018,12,37.9
North Carolina,1950,1,51.5
North Carolina,1950,2,45.5
North Carolina,1950,3,46.9
North Carolina,1950,4,56.1
North Carolina,1950,5,67.8
North Carolina,1950,6,74
North Carolina,1950,7,75.4
North Carolina,1950,8,74
North Carolina,1950,9,68.8
North Carolina,1950,10,62.4
North Carolina,1950,11,46.4
North Carolina,1950,12,36.5
North Carolina,1951,1,41.4
North Carolina,1951,2,43.2
North Carolina,1951,3,48.8
North Carolina,1951,4,57
North Carolina,1951,5,65.4
North Carolina,1951,6,74.3
North Carolina,1951,7,77.3
North Carolina,1951,8,76.7
North Carolina,1951,9,70.3
North Carolina,1951,10,62.5
North Carolina,1951,11,45.4
North Carolina,1951,12,43.6
North Carolina,1952,1,45.8
North Carolina,1952,2,43.9
North Carolina,1952,3,48.3
North Carolina,1952,4,58.2
North Carolina,1952,5,67.7
North Carolina,1952,6,78.6
North Carolina,1952,7,78.6
North Carolina,1952,8,75.5
North Carolina,1952,9,69.2
North Carolina,1952,10,55.5
North Carolina,1952,11,49.2
North Carolina,1952,12,40.5
North Carolina,1953,1,44.8
North Carolina,1953,2,45.2
North Carolina,1953,3,50.6
North Carolina,1953,4,58
North Carolina,1953,5,71.8
North Carolina,1953,6,74.3
North Carolina,1953,7,77.7
North Carolina,1953,8,75.8
North Carolina,1953,9,69.6
North Carolina,1953,10,61.2
North Carolina,1953,11,48.5
North Carolina,1953,12,42.1
North Carolina,1954,1,41.1
North Carolina,1954,2,46.1
North Carolina,1954,3,48.5
North Carolina,1954,4,62.2
North Carolina,1954,5,62.5
North Carolina,1954,6,74.4
North Carolina,1954,7,77.9
North Carolina,1954,8,77.3
North Carolina,1954,9,72.9
North Carolina,1954,10,61.4
North Carolina,1954,11,46.2
North Carolina,1954,12,38.8
North Carolina,1955,1,38.2
North Carolina,1955,2,42.3
North Carolina,1955,3,52.4
North Carolina,1955,4,61.4
North Carolina,1955,5,68.4
North Carolina,1955,6,69.5
North Carolina,1955,7,78.4
North Carolina,1955,8,77.1
North Carolina,1955,9,71.2
North Carolina,1955,10,59.1
North Carolina,1955,11,47.9
North Carolina,1955,12,37.4
North Carolina,1956,1,37.1
North Carolina,1956,2,45.9
North Carolina,1956,3,48.4
North Carolina,1956,4,56.2
North Carolina,1956,5,67.1
North Carolina,1956,6,73.9
North Carolina,1956,7,77
North Carolina,1956,8,75.9
North Carolina,1956,9,68.2
North Carolina,1956,10,61.4
North Carolina,1956,11,48.1
North Carolina,1956,12,50.3
North Carolina,1957,1,41
North Carolina,1957,2,47
North Carolina,1957,3,47.8
North Carolina,1957,4,61.2
North Carolina,1957,5,67.7
North Carolina,1957,6,74.9
North Carolina,1957,7,76.6
North Carolina,1957,8,74.3
North Carolina,1957,9,71.8
North Carolina,1957,10,55.2
North Carolina,1957,11,50.6
North Carolina,1957,12,43.4
North Carolina,1958,1,34.8
North Carolina,1958,2,34.5
North Carolina,1958,3,44.3
North Carolina,1958,4,57.7
North Carolina,1958,5,66.8
North Carolina,1958,6,72.7
North Carolina,1958,7,78.1
North Carolina,1958,8,76
North Carolina,1958,9,69.2
North Carolina,1958,10,57.8
North Carolina,1958,11,52.5
North Carolina,1958,12,36.8
North Carolina,1959,1,38.7
North Carolina,1959,2,43.7
North Carolina,1959,3,47.4
North Carolina,1959,4,59.4
North Carolina,1959,5,69.2
North Carolina,1959,6,73.3
North Carolina,1959,7,76.6
North Carolina,1959,8,77.3
North Carolina,1959,9,70.4
North Carolina,1959,10,61.9
North Carolina,1959,11,49
North Carolina,1959,12,42.3
North Carolina,1960,1,40.8
North Carolina,1960,2,40.2
North Carolina,1960,3,37.1
North Carolina,1960,4,60.8
North Carolina,1960,5,65.4
North Carolina,1960,6,73.6
North Carolina,1960,7,75.6
North Carolina,1960,8,76.6
North Carolina,1960,9,70.4
North Carolina,1960,10,60.5
North Carolina,1960,11,49.8
North Carolina,1960,12,35.6
North Carolina,1961,1,35.7
North Carolina,1961,2,44.5
North Carolina,1961,3,52.4
North Carolina,1961,4,53
North Carolina,1961,5,63.2
North Carolina,1961,6,71.5
North Carolina,1961,7,76.3
North Carolina,1961,8,75.3
North Carolina,1961,9,72.1
North Carolina,1961,10,58.1
North Carolina,1961,11,52.1
North Carolina,1961,12,41.2
North Carolina,1962,1,38.4
North Carolina,1962,2,44.5
North Carolina,1962,3,45.4
North Carolina,1962,4,55.9
North Carolina,1962,5,70.8
North Carolina,1962,6,72.4
North Carolina,1962,7,75.3
North Carolina,1962,8,74.9
North Carolina,1962,9,67.9
North Carolina,1962,10,61.1
North Carolina,1962,11,47.2
North Carolina,1962,12,37.4
North Carolina,1963,1,36.1
North Carolina,1963,2,35.8
North Carolina,1963,3,52.4
North Carolina,1963,4,59.5
North Carolina,1963,5,64.7
North Carolina,1963,6,72
North Carolina,1963,7,74.8
North Carolina,1963,8,74.9
North Carolina,1963,9,66.9
North Carolina,1963,10,59.7
North Carolina,1963,11,49.9
North Carolina,1963,12,33.8
North Carolina,1964,1,39.6
North Carolina,1964,2,38.4
North Carolina,1964,3,49.3
North Carolina,1964,4,58.4
North Carolina,1964,5,67.1
North Carolina,1964,6,74.4
North Carolina,1964,7,75.1
North Carolina,1964,8,73.6
North Carolina,1964,9,68.9
North Carolina,1964,10,55.2
North Carolina,1964,11,53
North Carolina,1964,12,44
North Carolina,1965,1,40.1
North Carolina,1965,2,41.2
North Carolina,1965,3,45.6
North Carolina,1965,4,58.1
North Carolina,1965,5,70.3
North Carolina,1965,6,70.9
North Carolina,1965,7,75.2
North Carolina,1965,8,75.6
North Carolina,1965,9,70.8
North Carolina,1965,10,57.7
North Carolina,1965,11,50.3
North Carolina,1965,12,42.2
North Carolina,1966,1,35.2
North Carolina,1966,2,40.2
North Carolina,1966,3,47.9
North Carolina,1966,4,55.8
North Carolina,1966,5,65
North Carolina,1966,6,70.8
North Carolina,1966,7,76.9
North Carolina,1966,8,74.7
North Carolina,1966,9,68.5
North Carolina,1966,10,57.7
North Carolina,1966,11,49.2
North Carolina,1966,12,40.3
North Carolina,1967,1,42.3
North Carolina,1967,2,38.5
North Carolina,1967,3,51.2
North Carolina,1967,4,60.4
North Carolina,1967,5,62.7
North Carolina,1967,6,70.2
North Carolina,1967,7,74.5
North Carolina,1967,8,73.4
North Carolina,1967,9,64.6
North Carolina,1967,10,57.7
North Carolina,1967,11,45.3
North Carolina,1967,12,45
North Carolina,1968,1,35.8
North Carolina,1968,2,34.8
North Carolina,1968,3,50.2
North Carolina,1968,4,58
North Carolina,1968,5,64.1
North Carolina,1968,6,72.9
North Carolina,1968,7,76.4
North Carolina,1968,8,77.7
North Carolina,1968,9,68.9
North Carolina,1968,10,60.2
North Carolina,1968,11,49.6
North Carolina,1968,12,38.1
North Carolina,1969,1,36.7
North Carolina,1969,2,39.5
North Carolina,1969,3,43.5
North Carolina,1969,4,58.8
North Carolina,1969,5,65.9
North Carolina,1969,6,74.8
North Carolina,1969,7,78.1
North Carolina,1969,8,73.5
North Carolina,1969,9,68.1
North Carolina,1969,10,59.6
North Carolina,1969,11,46.7
North Carolina,1969,12,38.3
North Carolina,1970,1,33.4
North Carolina,1970,2,40.5
North Carolina,1970,3,47.8
North Carolina,1970,4,59.6
North Carolina,1970,5,67.2
North Carolina,1970,6,73.1
North Carolina,1970,7,76.7
North Carolina,1970,8,75.7
North Carolina,1970,9,73.2
North Carolina,1970,10,61.4
North Carolina,1970,11,49.1
North Carolina,1970,12,43.6
North Carolina,1971,1,38
North Carolina,1971,2,41.4
North Carolina,1971,3,45.4
North Carolina,1971,4,56.2
North Carolina,1971,5,63.9
North Carolina,1971,6,74.6
North Carolina,1971,7,75.4
North Carolina,1971,8,74.3
North Carolina,1971,9,71.4
North Carolina,1971,10,64.4
North Carolina,1971,11,49
North Carolina,1971,12,50.1
North Carolina,1972,1,44.6
North Carolina,1972,2,40
North Carolina,1972,3,49
North Carolina,1972,4,57.1
North Carolina,1972,5,63.5
North Carolina,1972,6,69.3
North Carolina,1972,7,75.8
North Carolina,1972,8,74.9
North Carolina,1972,9,70.3
North Carolina,1972,10,57.5
North Carolina,1972,11,48.4
North Carolina,1972,12,46.1
North Carolina,1973,1,39.5
North Carolina,1973,2,39.2
North Carolina,1973,3,53.5
North Carolina,1973,4,56.6
North Carolina,1973,5,64.3
North Carolina,1973,6,74.1
North Carolina,1973,7,76.1
North Carolina,1973,8,75.7
North Carolina,1973,9,72.6
North Carolina,1973,10,61.4
North Carolina,1973,11,52.1
North Carolina,1973,12,42.3
North Carolina,1974,1,50.1
North Carolina,1974,2,43.1
North Carolina,1974,3,53.4
North Carolina,1974,4,58.8
North Carolina,1974,5,66.5
North Carolina,1974,6,70.5
North Carolina,1974,7,75.3
North Carolina,1974,8,74.6
North Carolina,1974,9,68.2
North Carolina,1974,10,56.2
North Carolina,1974,11,49.1
North Carolina,1974,12,42.3
North Carolina,1975,1,44
North Carolina,1975,2,45.4
North Carolina,1975,3,47.6
North Carolina,1975,4,55.7
North Carolina,1975,5,68.1
North Carolina,1975,6,73.2
North Carolina,1975,7,75.1
North Carolina,1975,8,77.3
North Carolina,1975,9,70
North Carolina,1975,10,61.9
North Carolina,1975,11,52.4
North Carolina,1975,12,41.3
North Carolina,1976,1,37.3
North Carolina,1976,2,49
North Carolina,1976,3,54.1
North Carolina,1976,4,59.2
North Carolina,1976,5,64
North Carolina,1976,6,71.6
North Carolina,1976,7,75.7
North Carolina,1976,8,73.4
North Carolina,1976,9,67.6
North Carolina,1976,10,54.4
North Carolina,1976,11,43.2
North Carolina,1976,12,38.1
North Carolina,1977,1,28.4
North Carolina,1977,2,39.9
North Carolina,1977,3,52.9
North Carolina,1977,4,61.3
North Carolina,1977,5,67.7
North Carolina,1977,6,72.5
North Carolina,1977,7,79.1
North Carolina,1977,8,76.9
North Carolina,1977,9,72.1
North Carolina,1977,10,56.5
North Carolina,1977,11,52.2
North Carolina,1977,12,40.3
North Carolina,1978,1,33.5
North Carolina,1978,2,33.3
North Carolina,1978,3,46.7
North Carolina,1978,4,58.7
North Carolina,1978,5,64.6
North Carolina,1978,6,73.4
North Carolina,1978,7,76.1
North Carolina,1978,8,77
North Carolina,1978,9,71.8
North Carolina,1978,10,57.6
North Carolina,1978,11,53.6
North Carolina,1978,12,43.1
North Carolina,1979,1,37.3
North Carolina,1979,2,35.8
North Carolina,1979,3,50.6
North Carolina,1979,4,58.9
North Carolina,1979,5,65.6
North Carolina,1979,6,69.8
North Carolina,1979,7,74.8
North Carolina,1979,8,75.8
North Carolina,1979,9,69.9
North Carolina,1979,10,58.2
