state,year,tavg
Alabama,1950,63.1
Alabama,1951,63.8
Alabama,1952,63.3
Alabama,1953,63.8
Alabama,1954,64.2
Alabama,1955,63.4
Alabama,1956,63.6
Alabama,1957,64.0
Alabama,1958,61.2
Alabama,1959,63.0
Alabama,1960,61.5
Alabama,1961,61.9
Alabama,1962,63.0
Alabama,1963,61.7
Alabama,1964,62.4
Alabama,1965,63.0
Alabama,1966,61.7
Alabama,1967,61.9
Alabama,1968,61.0
Alabama,1969,61.4
Alabama,1970,62.1
Alabama,1971,62.7
Alabama,1972,63.0
Alabama,1973,63.1
Alabama,1974,63.1
Alabama,1975,62.8
Alabama,1976,60.7
Alabama,1977,62.5
Alabama,1978,61.9
Alabama,1979,61.4
Alabama,1980,62.5
Alabama,1981,62.0
Alabama,1982,63.3
Alabama,1983,61.2
Alabama,1984,62.8
Alabama,1985,62.8
Alabama,1986,64.1
Alabama,1987,63.0
Alabama,1988,62.1
Alabama,1989,62.2
Alabama,1990,64.9
Alabama,1991,64.0
Alabama,1992,62.1
Alabama,1993,62.3
Alabama,1994,63.1
Alabama,1995,63.0
Alabama,1996,62.1
Alabama,1997,62.4
Alabama,1998,65.1
Alabama,1999,64.1
Alabama,2000,63.6
Alabama,2001,63.0
Alabama,2002,63.6
Alabama,2003,62.7
Alabama,2004,63.3
Alabama,2005,63.4
Alabama,2006,64.2
Alabama,2007,64.4
Alabama,2008,62.9
Alabama,2009,62.9
Alabama,2010,62.7
Alabama,2011,63.8
Alabama,2012,64.9
Alabama,2013,62.6
Alabama,2014,62.0
Alabama,2015,64.6
Alabama,2016,65.3
Alabama,2017,65.0
Arizona,1950,60.5
Arizona,1951,58.9
Arizona,1952,58.8
Arizona,1953,59.2
Arizona,1954,60.9
Arizona,1955,58.4
Arizona,1956,59.5
Arizona,1957,59.5
Arizona,1958,60.4
Arizona,1959,60.2
Arizona,1960,59.6
Arizona,1961,59.3
Arizona,1962,59.8
Arizona,1963,59.8
Arizona,1964,57.8
Arizona,1965,58.5
Arizona,1966,59.5
Arizona,1967,59.0
Arizona,1968,58.6
Arizona,1969,59.7
Arizona,1970,59.0
Arizona,1971,58.2
Arizona,1972,59.6
Arizona,1973,58.4
Arizona,1974,59.5
Arizona,1975,57.9
Arizona,1976,59.0
Arizona,1977,60.2
Arizona,1978,59.8
Arizona,1979,58.8
Arizona,1980,60.2
Arizona,1981,61.3
Arizona,1982,58.7
Arizona,1983,59.2
Arizona,1984,59.4
Arizona,1985,59.6
Arizona,1986,60.6
Arizona,1987,59.3
Arizona,1988,60.2
Arizona,1989,61.2
Arizona,1990,59.7
Arizona,1991,59.2
Arizona,1992,59.6
Arizona,1993,59.8
Arizona,1994,60.6
Arizona,1995,61.0
Arizona,1996,61.9
Arizona,1997,60.5
Arizona,1998,59.3
Arizona,1999,60.8
Arizona,2000,61.7
Arizona,2001,61.2
Arizona,2002,61.2
Arizona,2003,61.9
Arizona,2004,60.4
Arizona,2005,61.1
Arizona,2006,61.1
Arizona,2007,61.6
Arizona,2008,60.6
Arizona,2009,61.1
Arizona,2010,60.4
Arizona,2011,60.3
Arizona,2012,62.1
Arizona,2013,60.4
Arizona,2014,62.2
Arizona,2015,61.8
Arizona,2016,62.2
Arizona,2017,63.0
Arkansas,1950,59.8
Arkansas,1951,60.1
Arkansas,1952,61.0
Arkansas,1953,61.8
Arkansas,1954,62.8
Arkansas,1955,60.8
Arkansas,1956,61.4
Arkansas,1957,60.6
Arkansas,1958,58.8
Arkansas,1959,60.0
Arkansas,1960,58.9
Arkansas,1961,59.1
Arkansas,1962,60.3
Arkansas,1963,60.3
Arkansas,1964,60.7
Arkansas,1965,61.0
Arkansas,1966,59.2
Arkansas,1967,59.9
Arkansas,1968,58.7
Arkansas,1969,59.5
Arkansas,1970,59.7
Arkansas,1971,60.5
Arkansas,1972,60.0
Arkansas,1973,60.6
Arkansas,1974,60.3
Arkansas,1975,59.9
Arkansas,1976,58.8
Arkansas,1977,60.8
Arkansas,1978,58.9
Arkansas,1979,58.0
Arkansas,1980,60.5
Arkansas,1981,60.2
Arkansas,1982,60.0
Arkansas,1983,58.9
Arkansas,1984,60.0
Arkansas,1985,59.8
Arkansas,1986,61.5
Arkansas,1987,61.0
Arkansas,1988,59.8
Arkansas,1989,59.0
Arkansas,1990,61.8
Arkansas,1991,61.3
Arkansas,1992,59.9
Arkansas,1993,59.3
Arkansas,1994,60.4
Arkansas,1995,60.5
Arkansas,1996,59.6
Arkansas,1997,59.7
Arkansas,1998,63.1
Arkansas,1999,62.1
Arkansas,2000,60.9
Arkansas,2001,61.2
Arkansas,2002,60.6
Arkansas,2003,60.3
Arkansas,2004,61.0
Arkansas,2005,62.0
Arkansas,2006,62.0
Arkansas,2007,61.8
Arkansas,2008,59.9
Arkansas,2009,59.9
Arkansas,2010,61.2
Arkansas,2011,61.8
Arkansas,2012,63.6
Arkansas,2013,59.6
Arkansas,2014,58.7
Arkansas,2015,61.4
Arkansas,2016,62.8
Arkansas,2017,62.5
California,1950,58.1
California,1951,57.2
California,1952,56.8
California,1953,57.2
California,1954,57.6
California,1955,56.2
California,1956,57.0
California,1957,57.1
California,1958,58.9
California,1959,59.0
California,1960,58.0
California,1961,57.8
California,1962,57.4
California,1963,57.1
California,1964,56.6
California,1965,56.7
California,1966,58.0
California,1967,57.5
California,1968,57.6
California,1969,57.5
California,1970,57.8
California,1971,56.2
California,1972,57.3
California,1973,57.3
California,1974,57.6
California,1975,56.3
California,1976,57.5
California,1977,58.0
California,1978,57.6
California,1979,57.7
California,1980,58.1
California,1981,59.3
California,1982,56.3
California,1983,57.6
California,1984,58.2
California,1985,57.3
California,1986,58.9
California,1987,58.3
California,1988,58.7
California,1989,58.1
California,1990,58.0
California,1991,58.1
California,1992,59.3
California,1993,57.7
California,1994,58.0
California,1995,58.9
California,1996,59.6
California,1997,59.1
California,1998,56.7
California,1999,58.0
California,2000,58.8
California,2001,59.1
California,2002,58.8
California,2003,59.4
California,2004,58.9
California,2005,58.6
California,2006,58.6
California,2007,58.9
California,2008,58.9
California,2009,58.8
California,2010,57.7
California,2011,57.4
California,2012,59.5
California,2013,59.3
California,2014,61.4
California,2015,60.8
California,2016,60.1
California,2017,60.3
Colorado,1950,45.2
Colorado,1951,43.5
Colorado,1952,44.2
Colorado,1953,45.6
Colorado,1954,47.4
Colorado,1955,44.2
Colorado,1956,45.1
Colorado,1957,44.1
Colorado,1958,45.5
Colorado,1959,44.8
