state,year,month,tmin
Oregon,1984,11,49.9
Oregon,1984,12,49.6
Oregon,1984,1,42.4
Oregon,1984,2,35.1
Oregon,1984,3,31.1
Oregon,1984,4,20.2
Oregon,1985,5,19.2
Oregon,1985,6,21.1
Oregon,1985,7,25.4
Oregon,1985,8,34.5
Oregon,1985,9,38.4
Oregon,1985,10,44.7
Oregon,1985,11,53
Oregon,1985,12,46.9
Oregon,1985,1,40.3
Oregon,1985,2,34
Oregon,1985,3,20.7
Oregon,1985,4,16.9
Oregon,1986,5,28.2
Oregon,1986,6,30.7
Oregon,1986,7,33.4
Oregon,1986,8,31.7
Oregon,1986,9,38.9
Oregon,1986,10,47.7
Oregon,1986,11,46.7
Oregon,1986,12,52.1
Oregon,1986,1,41.3
Oregon,1986,2,36.7
Oregon,1986,3,31.5
Oregon,1986,4,25.1
Oregon,1987,5,21.5
Oregon,1987,6,27.7
Oregon,1987,7,31
Oregon,1987,8,35.3
Oregon,1987,9,41.4
Oregon,1987,10,46.5
Oregon,1987,11,48.4
Oregon,1987,12,48.1
Oregon,1987,1,44.1
Oregon,1987,2,36.8
Oregon,1987,3,30.8
Oregon,1987,4,24.4
Oregon,1988,5,22.6
Oregon,1988,6,26.5
Oregon,1988,7,28.2
Oregon,1988,8,34.9
Oregon,1988,9,37.6
Oregon,1988,10,45.4
Oregon,1988,11,50.3
Oregon,1988,12,47.5
Oregon,1988,1,42.2
Oregon,1988,2,41.2
Oregon,1988,3,31.5
Oregon,1988,4,23.7
Oregon,1989,5,22.5
Oregon,1989,6,16.7
Oregon,1989,7,30.6
Oregon,1989,8,36.2
Oregon,1989,9,37.8
Oregon,1989,10,45.5
Oregon,1989,11,48.8
Oregon,1989,12,47.8
Oregon,1989,1,42.9
Oregon,1989,2,35.6
Oregon,1989,3,30.2
Oregon,1989,4,25.1
Oregon,1990,5,27.4
Oregon,1990,6,23.2
Oregon,1990,7,29.6
Oregon,1990,8,36.7
Oregon,1990,9,37.2
Oregon,1990,10,44.7
Oregon,1990,11,51.9
Oregon,1990,12,51.4
Oregon,1990,1,47.1
Oregon,1990,2,34.6
Oregon,1990,3,30.2
Oregon,1990,4,15.6
Oregon,1991,5,22.3
Oregon,1991,6,32
Oregon,1991,7,28
Oregon,1991,8,32
Oregon,1991,9,36.8
Oregon,1991,10,41.5
Oregon,1991,11,50.6
Oregon,1991,12,51.2
Oregon,1991,1,45.2
Oregon,1991,2,36.3
Oregon,1991,3,32
Oregon,1991,4,27.1
Oregon,1992,5,27.5
Oregon,1992,6,32.1
Oregon,1992,7,32.8
Oregon,1992,8,36.7
Oregon,1992,9,42.4
Oregon,1992,10,47.9
Oregon,1992,11,49.9
Oregon,1992,12,50.2
Oregon,1992,1,43.2
Oregon,1992,2,38.2
Oregon,1992,3,29.1
Oregon,1992,4,22.1
Oregon,1993,5,18.8
Oregon,1993,6,20.9
Oregon,1993,7,32.7
Oregon,1993,8,33.9
Oregon,1993,9,42.3
Oregon,1993,10,43.3
Oregon,1993,11,44.9
Oregon,1993,12,47.5
Oregon,1993,1,43.1
Oregon,1993,2,38.5
Oregon,1993,3,22.5
Oregon,1993,4,26.2
Oregon,1994,5,28.5
Oregon,1994,6,24.5
Oregon,1994,7,30.1
Oregon,1994,8,35.3
Oregon,1994,9,41.1
Oregon,1994,10,43.5
Oregon,1994,11,51.8
Oregon,1994,12,48.9
Oregon,1994,1,46.1
Oregon,1994,2,34.6
Oregon,1994,3,24.4
Oregon,1994,4,24.1
Oregon,1995,5,29.4
Oregon,1995,6,31
Oregon,1995,7,29.4
Oregon,1995,8,32
Oregon,1995,9,40.1
Oregon,1995,10,44
Oregon,1995,11,50.1
Oregon,1995,12,46
Oregon,1995,1,46.1
Oregon,1995,2,34.7
Oregon,1995,3,35.2
Oregon,1995,4,28
Oregon,1996,5,26.8
Oregon,1996,6,26.2
Oregon,1996,7,30.1
Oregon,1996,8,34.3
Oregon,1996,9,37
Oregon,1996,10,43.5
Oregon,1996,11,51.9
Oregon,1996,12,49.6
Oregon,1996,1,41.5
Oregon,1996,2,36.1
Oregon,1996,3,31.2
Oregon,1996,4,27.8
Oregon,1997,5,25.2
Oregon,1997,6,26.4
Oregon,1997,7,30.4
Oregon,1997,8,32.5
Oregon,1997,9,42.2
Oregon,1997,10,43.7
Oregon,1997,11,49.1
Oregon,1997,12,50.9
Oregon,1997,1,45.6
Oregon,1997,2,35.8
Oregon,1997,3,32.8
Oregon,1997,4,24.6
Oregon,1998,5,29.2
Oregon,1998,6,29
Oregon,1998,7,30.2
Oregon,1998,8,33.1
Oregon,1998,9,38.9
Oregon,1998,10,44
Oregon,1998,11,53.6
Oregon,1998,12,50.8
Oregon,1998,1,47.2
Oregon,1998,2,34.7
Oregon,1998,3,32.4
Oregon,1998,4,22.6
Oregon,1999,5,27.1
Oregon,1999,6,26
Oregon,1999,7,28
Oregon,1999,8,30.3
Oregon,1999,9,35.6
Oregon,1999,10,42.9
Oregon,1999,11,47.1
Oregon,1999,12,50.5
Oregon,1999,1,41.9
Oregon,1999,2,36
Oregon,1999,3,34.7
Oregon,1999,4,26.8
Oregon,2000,5,25.8
Oregon,2000,6,30
Oregon,2000,7,28
Oregon,2000,8,35.1
Oregon,2000,9,39.4
Oregon,2000,10,45.3
Oregon,2000,11,49.3
Oregon,2000,12,48.8
Oregon,2000,1,43.2
Oregon,2000,2,36.3
Oregon,2000,3,25.6
Oregon,2000,4,26.1
Oregon,2001,5,24.2
Oregon,2001,6,24.3
Oregon,2001,7,31
Oregon,2001,8,31
Oregon,2001,9,39.9
Oregon,2001,10,42.6
Oregon,2001,11,49.3
Oregon,2001,12,51.3
Oregon,2001,1,45.2
Oregon,2001,2,36.4
Oregon,2001,3,31.6
Oregon,2001,4,25.7
Oregon,2002,5,25
Oregon,2002,6,25.5
Oregon,2002,7,26.7
Oregon,2002,8,33.2
Oregon,2002,9,37.1
Oregon,2002,10,45.7
Oregon,2002,11,52
Oregon,2002,12,46.9
Oregon,2002,1,43.1
Oregon,2002,2,32.7
Oregon,2002,3,30.4
Oregon,2002,4,28.8
Oregon,2003,5,32.2
Oregon,2003,6,25.7
Oregon,2003,7,32.3
Oregon,2003,8,32.1
Oregon,2003,9,38.8
Oregon,2003,10,45.8
Oregon,2003,11,53.1
Oregon,2003,12,50.7
Oregon,2003,1,45.6
Oregon,2003,2,39.4
Oregon,2003,3,26.9
Oregon,2003,4,28.2
Oregon,2004,5,25.6
Oregon,2004,6,26.9
Oregon,2004,7,32.3
Oregon,2004,8,34.2
Oregon,2004,9,39.5
Oregon,2004,10,45.7
Oregon,2004,11,51.8
Oregon,2004,12,52.1
Oregon,2004,1,42.7
Oregon,2004,2,37.3
Oregon,2004,3,29.6
Oregon,2004,4,28.4
Oregon,2005,5,26.5
Oregon,2005,6,25.7
Oregon,2005,7,31.4
Oregon,2005,8,33.6
Oregon,2005,9,41.4
Oregon,2005,10,42.3
Oregon,2005,11,51.1
Oregon,2005,12,50.1
Oregon,2005,1,41
Oregon,2005,2,37.2
Oregon,2005,3,29
Oregon,2005,4,24.6
Oregon,2006,5,28.7
Oregon,2006,6,23.7
Oregon,2006,7,27.7
Oregon,2006,8,33.3
Oregon,2006,9,39.7
Oregon,2006,10,47.3
Oregon,2006,11,53
Oregon,2006,12,47.8
Oregon,2006,1,43.4
Oregon,2006,2,34.3
Oregon,2006,3,30.7
Oregon,2006,4,24.8
Oregon,2007,5,20.6
Oregon,2007,6,28.4
Oregon,2007,7,32.1
Oregon,2007,8,32.6
Oregon,2007,9,38.8
Oregon,2007,10,44
Oregon,2007,11,53.9
Oregon,2007,12,48.9
Oregon,2007,1,41.8
Oregon,2007,2,35.2
Oregon,2007,3,29.3
Oregon,2007,4,23.7
Oregon,2008,5,20.8
Oregon,2008,6,26.6
Oregon,2008,7,26.4
Oregon,2008,8,28.4
Oregon,2008,9,39.3
Oregon,2008,10,42.1
Oregon,2008,11,50
Oregon,2008,12,49.6
Oregon,2008,1,43.3
Oregon,2008,2,36.4
Oregon,2008,3,33.7
Oregon,2008,4,22.2
Oregon,2009,5,25.4
Oregon,2009,6,26.1
Oregon,2009,7,26.9
Oregon,2009,8,31.2
Oregon,2009,9,39.6
Oregon,2009,10,45.9
Oregon,2009,11,51.8
Oregon,2009,12,49.8
Oregon,2009,1,45.5
Oregon,2009,2,34.5
Oregon,2009,3,28.9
Oregon,2009,4,20.4
Oregon,2010,5,31
Oregon,2010,6,29.6
Oregon,2010,7,28.7
Oregon,2010,8,30.9
Oregon,2010,9,35.5
Oregon,2010,10,43.3
Oregon,2010,11,49.1
Oregon,2010,12,47.9
Oregon,2010,1,44.5
Oregon,2010,2,38.6
Oregon,2010,3,28.7
Oregon,2010,4,27.1
Oregon,2011,5,25.8
Oregon,2011,6,24
Oregon,2011,7,30.1
Oregon,2011,8,29.4
Oregon,2011,9,35.5
Oregon,2011,10,42.3
Oregon,2011,11,47.8
Oregon,2011,12,50.2
Oregon,2011,1,46.6
Oregon,2011,2,37.8
Oregon,2011,3,28.1
Oregon,2011,4,22.5
Oregon,2012,5,25.6
Oregon,2012,6,25.7
Oregon,2012,7,28.9
Oregon,2012,8,34.6
Oregon,2012,9,37.5
Oregon,2012,10,42.4
Oregon,2012,11,50.8
Oregon,2012,12,50.8
Oregon,2012,1,45.2
Oregon,2012,2,36.5
Oregon,2012,3,32.7
Oregon,2012,4,25
Oregon,2013,5,21
Oregon,2013,6,26.2
Oregon,2013,7,30
Oregon,2013,8,32.8
Oregon,2013,9,39.4
Oregon,2013,10,45.8
Oregon,2013,11,52.8
Oregon,2013,12,51.2
Oregon,2013,1,46.1
Oregon,2013,2,33.6
Oregon,2013,3,30.1
Oregon,2013,4,20.3
Oregon,2014,5,27.5
Oregon,2014,6,27.8
Oregon,2014,7,31.4
Oregon,2014,8,33.7
Oregon,2014,9,40.1
Oregon,2014,10,44.2
Oregon,2014,11,54.2
Oregon,2014,12,51.8
Oregon,2014,1,46.2
Oregon,2014,2,41.1
Oregon,2014,3,29.6
Oregon,2014,4,29.8
Oregon,2015,5,29.9
Oregon,2015,6,32.5
Oregon,2015,7,33.7
Oregon,2015,8,31.8
Oregon,2015,9,41.6
Oregon,2015,10,50.5
Oregon,2015,11,52.6
Oregon,2015,12,51.2
Oregon,2015,1,43.4
Oregon,2015,2,41.9
Oregon,2015,3,27.1
Oregon,2015,4,26.2
Oregon,2016,5,26.2
Oregon,2016,6,31
Oregon,2016,7,32
Oregon,2016,8,37.4
Oregon,2016,9,40.9
Oregon,2016,10,46.1
Oregon,2016,11,49.4
Oregon,2016,12,50.3
Oregon,2016,1,42.7
Oregon,2016,2,39
Oregon,2016,3,35
Oregon,2016,4,19.2
Oregon,2017,5,18.9
Oregon,2017,6,27.6
Oregon,2017,7,33.1
Oregon,2017,8,32.8
Oregon,2017,9,39.5
Oregon,2017,10,46.2
Oregon,2017,11,52.9
Oregon,2017,12,53.7
Oregon,2017,1,46.1
Oregon,2017,2,34.7
Oregon,2017,3,31.7
Oregon,2017,4,24.6
Oregon,2018,5,30.4
Oregon,2018,6,24.1
Oregon,2018,7,28.5
Oregon,2018,8,33.9
Pennsylvania,1950,9,26.8
Pennsylvania,1950,10,19.6
Pennsylvania,1950,11,21.1
Pennsylvania,1950,12,31.3
Pennsylvania,1950,1,45.9
Pennsylvania,1950,2,52.8
Pennsylvania,1950,3,56.3
Pennsylvania,1950,4,55.5
Pennsylvania,1950,5,49.7
Pennsylvania,1950,6,41.4
Pennsylvania,1950,7,28.9
Pennsylvania,1950,8,16.9
Pennsylvania,1951,9,20
Pennsylvania,1951,10,19.7
Pennsylvania,1951,11,27
Pennsylvania,1951,12,35.7
Pennsylvania,1951,1,45.6
Pennsylvania,1951,2,54.7
Pennsylvania,1951,3,58.6
Pennsylvania,1951,4,55
Pennsylvania,1951,5,48.4
Pennsylvania,1951,6,41
Pennsylvania,1951,7,25.2
Pennsylvania,1951,8,20.7
Pennsylvania,1952,9,21.7
Pennsylvania,1952,10,22
Pennsylvania,1952,11,25.7
Pennsylvania,1952,12,37.9
Pennsylvania,1952,1,43.5
Pennsylvania,1952,2,56
Pennsylvania,1952,3,60.4
Pennsylvania,1952,4,57
Pennsylvania,1952,5,48.2
Pennsylvania,1952,6,33.9
Pennsylvania,1952,7,31.8
Pennsylvania,1952,8,24.6
Pennsylvania,1953,9,23.9
Pennsylvania,1953,10,22.5
Pennsylvania,1953,11,29.2
Pennsylvania,1953,12,36
Pennsylvania,1953,1,49.3
Pennsylvania,1953,2,54.7
Pennsylvania,1953,3,57.4
Pennsylvania,1953,4,55.1
Pennsylvania,1953,5,48.5
Pennsylvania,1953,6,38
Pennsylvania,1953,7,30
Pennsylvania,1953,8,24.5
Pennsylvania,1954,9,16.1
Pennsylvania,1954,10,23.9
Pennsylvania,1954,11,24.9
Pennsylvania,1954,12,38.7
Pennsylvania,1954,1,42.5
Pennsylvania,1954,2,54.8
Pennsylvania,1954,3,55.9
Pennsylvania,1954,4,55.6
Pennsylvania,1954,5,50.9
Pennsylvania,1954,6,43.1
Pennsylvania,1954,7,29.9
Pennsylvania,1954,8,21.2
Pennsylvania,1955,9,16.2
Pennsylvania,1955,10,17.6
Pennsylvania,1955,11,26.5
Pennsylvania,1955,12,39.8
Pennsylvania,1955,1,46.6
Pennsylvania,1955,2,51.6
Pennsylvania,1955,3,61.9
Pennsylvania,1955,4,61.5
Pennsylvania,1955,5,49.6
Pennsylvania,1955,6,40.9
Pennsylvania,1955,7,27.6
Pennsylvania,1955,8,16.7
Pennsylvania,1956,9,18.1
Pennsylvania,1956,10,21.6
Pennsylvania,1956,11,23.1
Pennsylvania,1956,12,33.1
Pennsylvania,1956,1,42.3
Pennsylvania,1956,2,54.5
Pennsylvania,1956,3,57.8
Pennsylvania,1956,4,56.4
Pennsylvania,1956,5,47.1
Pennsylvania,1956,6,40.3
Pennsylvania,1956,7,30.2
Pennsylvania,1956,8,27.8
Pennsylvania,1957,9,13.6
Pennsylvania,1957,10,23
Pennsylvania,1957,11,26.6
Pennsylvania,1957,12,38.8
Pennsylvania,1957,1,45.1
Pennsylvania,1957,2,57
Pennsylvania,1957,3,56.9
Pennsylvania,1957,4,53
Pennsylvania,1957,5,50.2
Pennsylvania,1957,6,36.6
Pennsylvania,1957,7,31.2
Pennsylvania,1957,8,24.8
Pennsylvania,1958,9,17.4
Pennsylvania,1958,10,12.3
Pennsylvania,1958,11,26.9
Pennsylvania,1958,12,36.3
Pennsylvania,1958,1,42.8
Pennsylvania,1958,2,49.9
Pennsylvania,1958,3,61.2
Pennsylvania,1958,4,55.9
Pennsylvania,1958,5,49.8
Pennsylvania,1958,6,38.5
Pennsylvania,1958,7,31.6
Pennsylvania,1958,8,11.8
Pennsylvania,1959,9,14.4
Pennsylvania,1959,10,16.8
Pennsylvania,1959,11,23
Pennsylvania,1959,12,36.4
Pennsylvania,1959,1,48.3
Pennsylvania,1959,2,54.8
Pennsylvania,1959,3,59.6
Pennsylvania,1959,4,60.7
Pennsylvania,1959,5,52.3
Pennsylvania,1959,6,42.8
Pennsylvania,1959,7,28.3
Pennsylvania,1959,8,24.4
Pennsylvania,1960,9,21.7
Pennsylvania,1960,10,21
Pennsylvania,1960,11,14.5
Pennsylvania,1960,12,39.1
Pennsylvania,1960,1,45.6
Pennsylvania,1960,2,53.2
Pennsylvania,1960,3,55.4
Pennsylvania,1960,4,58.6
Pennsylvania,1960,5,53
Pennsylvania,1960,6,37.5
Pennsylvania,1960,7,30.3
Pennsylvania,1960,8,11.1
Pennsylvania,1961,9,10.4
Pennsylvania,1961,10,18.9
Pennsylvania,1961,11,27.9
Pennsylvania,1961,12,33.4
Pennsylvania,1961,1,42.4
Pennsylvania,1961,2,52.9
Pennsylvania,1961,3,59.1
Pennsylvania,1961,4,58.5
Pennsylvania,1961,5,55.3
Pennsylvania,1961,6,40
Pennsylvania,1961,7,32.4
Pennsylvania,1961,8,20.9
Pennsylvania,1962,9,14.7
Pennsylvania,1962,10,16.5
Pennsylvania,1962,11,24.2
Pennsylvania,1962,12,35.4
Pennsylvania,1962,1,48.5
Pennsylvania,1962,2,54.6
Pennsylvania,1962,3,55.4
Pennsylvania,1962,4,55.1
Pennsylvania,1962,5,46.5
Pennsylvania,1962,6,40.1
Pennsylvania,1962,7,28
Pennsylvania,1962,8,14.7
Pennsylvania,1963,9,11.5
Pennsylvania,1963,10,7.2
Pennsylvania,1963,11,27.6
Pennsylvania,1963,12,34.2
Pennsylvania,1963,1,42
Pennsylvania,1963,2,53.2
Pennsylvania,1963,3,56.9
Pennsylvania,1963,4,53.5
Pennsylvania,1963,5,44.5
Pennsylvania,1963,6,38.9
Pennsylvania,1963,7,34.4
Pennsylvania,1963,8,15.4
Pennsylvania,1964,9,16.7
Pennsylvania,1964,10,13.7
Pennsylvania,1964,11,26.5
Pennsylvania,1964,12,35.2
Pennsylvania,1964,1,45.9
Pennsylvania,1964,2,53.2
Pennsylvania,1964,3,59.7
Pennsylvania,1964,4,53.2
Pennsylvania,1964,5,47.4
Pennsylvania,1964,6,34.3
Pennsylvania,1964,7,30.7
Pennsylvania,1964,8,22.8
Pennsylvania,1965,9,14.2
Pennsylvania,1965,10,15.9
Pennsylvania,1965,11,23.4
Pennsylvania,1965,12,33.3
Pennsylvania,1965,1,48.2
Pennsylvania,1965,2,51.6
Pennsylvania,1965,3,54.8
Pennsylvania,1965,4,56
Pennsylvania,1965,5,53.1
Pennsylvania,1965,6,37.1
Pennsylvania,1965,7,30.7
Pennsylvania,1965,8,25.6
Pennsylvania,1966,9,14.3
Pennsylvania,1966,10,18.2
Pennsylvania,1966,11,26.6
Pennsylvania,1966,12,34.2
Pennsylvania,1966,1,41.6
Pennsylvania,1966,2,52.5
Pennsylvania,1966,3,58.1
Pennsylvania,1966,4,56.4
Pennsylvania,1966,5,48.2
Pennsylvania,1966,6,35.7
Pennsylvania,1966,7,30.6
Pennsylvania,1966,8,21.5
Pennsylvania,1967,9,22.2
Pennsylvania,1967,10,12.8
Pennsylvania,1967,11,24.7
Pennsylvania,1967,12,36
Pennsylvania,1967,1,39
Pennsylvania,1967,2,55.6
Pennsylvania,1967,3,58.2
Pennsylvania,1967,4,56.6
Pennsylvania,1967,5,46
Pennsylvania,1967,6,38.6
Pennsylvania,1967,7,27.4
Pennsylvania,1967,8,23.3
Pennsylvania,1968,9,10.8
Pennsylvania,1968,10,13.1
Pennsylvania,1968,11,27.4
Pennsylvania,1968,12,36.1
Pennsylvania,1968,1,42.8
Pennsylvania,1968,2,53.6
Pennsylvania,1968,3,58.7
Pennsylvania,1968,4,58.3
Pennsylvania,1968,5,50.8
Pennsylvania,1968,6,41.5
Pennsylvania,1968,7,32.7
Pennsylvania,1968,8,19.1
Pennsylvania,1969,9,16.5
Pennsylvania,1969,10,18.6
Pennsylvania,1969,11,22.6
Pennsylvania,1969,12,36.3
Pennsylvania,1969,1,44.9
Pennsylvania,1969,2,55
Pennsylvania,1969,3,59.9
Pennsylvania,1969,4,56.6
Pennsylvania,1969,5,50.2
Pennsylvania,1969,6,37.1
Pennsylvania,1969,7,30.2
Pennsylvania,1969,8,18.5
Pennsylvania,1970,9,9
Pennsylvania,1970,10,15.3
Pennsylvania,1970,11,23.5
Pennsylvania,1970,12,35.9
Pennsylvania,1970,1,48.3
Pennsylvania,1970,2,53.7
Pennsylvania,1970,3,59.4
Pennsylvania,1970,4,57.4
Pennsylvania,1970,5,53
Pennsylvania,1970,6,44.2
Pennsylvania,1970,7,34.5
Pennsylvania,1970,8,23
Pennsylvania,1971,9,12.8
Pennsylvania,1971,10,19.2
Pennsylvania,1971,11,23.6
Pennsylvania,1971,12,31.5
Pennsylvania,1971,1,42
Pennsylvania,1971,2,56.2
Pennsylvania,1971,3,56.2
Pennsylvania,1971,4,55
Pennsylvania,1971,5,56.1
Pennsylvania,1971,6,46
Pennsylvania,1971,7,30.4
Pennsylvania,1971,8,26.5
Pennsylvania,1972,9,19.1
Pennsylvania,1972,10,13.6
Pennsylvania,1972,11,22.9
Pennsylvania,1972,12,32.2
Pennsylvania,1972,1,46.2
Pennsylvania,1972,2,52.4
Pennsylvania,1972,3,60.3
Pennsylvania,1972,4,56.4
Pennsylvania,1972,5,51.4
Pennsylvania,1972,6,35.8
Pennsylvania,1972,7,30
Pennsylvania,1972,8,27.2
Pennsylvania,1973,9,19.2
Pennsylvania,1973,10,15.8
Pennsylvania,1973,11,32.9
Pennsylvania,1973,12,38.1
Pennsylvania,1973,1,44.3
Pennsylvania,1973,2,57.4
Pennsylvania,1973,3,59.6
Pennsylvania,1973,4,59.9
Pennsylvania,1973,5,51.2
Pennsylvania,1973,6,41.7
Pennsylvania,1973,7,33.1
Pennsylvania,1973,8,23.7
Pennsylvania,1974,9,22.2
Pennsylvania,1974,10,16.5
Pennsylvania,1974,11,27
Pennsylvania,1974,12,36.1
Pennsylvania,1974,1,43.9
Pennsylvania,1974,2,52.8
Pennsylvania,1974,3,57.2
Pennsylvania,1974,4,57.9
Pennsylvania,1974,5,48.6
Pennsylvania,1974,6,34.8
Pennsylvania,1974,7,32
Pennsylvania,1974,8,24.4
Pennsylvania,1975,9,20.9
Pennsylvania,1975,10,20.8
Pennsylvania,1975,11,24.8
Pennsylvania,1975,12,30.6
Pennsylvania,1975,1,49
Pennsylvania,1975,2,56.2
Pennsylvania,1975,3,58.9
Pennsylvania,1975,4,58.9
Pennsylvania,1975,5,48.3
Pennsylvania,1975,6,42.2
Pennsylvania,1975,7,34.8
Pennsylvania,1975,8,22.2
Pennsylvania,1976,9,11.8
Pennsylvania,1976,10,22.4
Pennsylvania,1976,11,29.6
Pennsylvania,1976,12,36.6
Pennsylvania,1976,1,42.6
Pennsylvania,1976,2,57.1
Pennsylvania,1976,3,56.8
Pennsylvania,1976,4,54.9
Pennsylvania,1976,5,47
Pennsylvania,1976,6,36
Pennsylvania,1976,7,24.2
Pennsylvania,1976,8,13.1
Pennsylvania,1977,9,3.8
Pennsylvania,1977,10,16.4
Pennsylvania,1977,11,29.9
Pennsylvania,1977,12,37.1
Pennsylvania,1977,1,46.4
Pennsylvania,1977,2,51.7
Pennsylvania,1977,3,59.6
Pennsylvania,1977,4,58.1
Pennsylvania,1977,5,53.9
Pennsylvania,1977,6,38.3
Pennsylvania,1977,7,35.5
Pennsylvania,1977,8,19.1
Pennsylvania,1978,9,12.5
Pennsylvania,1978,10,7
Pennsylvania,1978,11,22.6
Pennsylvania,1978,12,33.9
Pennsylvania,1978,1,45.8
Pennsylvania,1978,2,52.9
Pennsylvania,1978,3,57.5
Pennsylvania,1978,4,60.2
Pennsylvania,1978,5,51
Pennsylvania,1978,6,36.8
Pennsylvania,1978,7,31.5
Pennsylvania,1978,8,21.8
Pennsylvania,1979,9,15.1
Pennsylvania,1979,10,7.4
Pennsylvania,1979,11,28.1
Pennsylvania,1979,12,35.9
Pennsylvania,1979,1,45.6
Pennsylvania,1979,2,52.1
Pennsylvania,1979,3,58.5
Pennsylvania,1979,4,58
Pennsylvania,1979,5,50
Pennsylvania,1979,6,40.6
Pennsylvania,1979,7,34
Pennsylvania,1979,8,24.8
Pennsylvania,1980,9,18.1
Pennsylvania,1980,10,14
Pennsylvania,1980,11,23.8
Pennsylvania,1980,12,36.4
Pennsylvania,1980,1,46.2
Pennsylvania,1980,2,50.2
Pennsylvania,1980,3,59.1
Pennsylvania,1980,4,61.2
Pennsylvania,1980,5,51.9
Pennsylvania,1980,6,36.9
Pennsylvania,1980,7,28.2
Pennsylvania,1980,8,16.5
Pennsylvania,1981,9,10.6
Pennsylvania,1981,10,20.5
Pennsylvania,1981,11,24.5
Pennsylvania,1981,12,38
Pennsylvania,1981,1,44.3
Pennsylvania,1981,2,55.3
Pennsylvania,1981,3,59.5
Pennsylvania,1981,4,55.8
Pennsylvania,1981,5,50.8
Pennsylvania,1981,6,36.6
Pennsylvania,1981,7,30.1
Pennsylvania,1981,8,21.5
Pennsylvania,1982,9,9.4
Pennsylvania,1982,10,18.3
Pennsylvania,1982,11,24.7
Pennsylvania,1982,12,31.3
Pennsylvania,1982,1,47.8
Pennsylvania,1982,2,52.8
Pennsylvania,1982,3,58.4
Pennsylvania,1982,4,53.2
Pennsylvania,1982,5,50.5
Pennsylvania,1982,6,39.8
Pennsylvania,1982,7,34.3
Pennsylvania,1982,8,28.1
Pennsylvania,1983,9,20.1
Pennsylvania,1983,10,20.4
Pennsylvania,1983,11,29.6
Pennsylvania,1983,12,35.9
Pennsylvania,1983,1,43
Pennsylvania,1983,2,53.5
Pennsylvania,1983,3,58.7
Pennsylvania,1983,4,59.1
Pennsylvania,1983,5,49.3
Pennsylvania,1983,6,40.8
Pennsylvania,1983,7,32.3
Pennsylvania,1983,8,18.4
Pennsylvania,1984,9,12.3
Pennsylvania,1984,10,24.9
Pennsylvania,1984,11,20.5
Pennsylvania,1984,12,36.3
Pennsylvania,1984,1,43.8
Pennsylvania,1984,2,54.2
Pennsylvania,1984,3,57.1
Pennsylvania,1984,4,59.1
Pennsylvania,1984,5,47.2
Pennsylvania,1984,6,45.4
Pennsylvania,1984,7,28.6
Pennsylvania,1984,8,27.7
Pennsylvania,1985,9,13.9
Pennsylvania,1985,10,17.8
Pennsylvania,1985,11,27.3
Pennsylvania,1985,12,38.7
Pennsylvania,1985,1,46.4
Pennsylvania,1985,2,51.5
Pennsylvania,1985,3,57.3
Pennsylvania,1985,4,57.2
Pennsylvania,1985,5,51.1
Pennsylvania,1985,6,40.9
Pennsylvania,1985,7,37.3
Pennsylvania,1985,8,18.2
Pennsylvania,1986,9,17.3
Pennsylvania,1986,10,19.9
Pennsylvania,1986,11,26.7
Pennsylvania,1986,12,37.6
Pennsylvania,1986,1,47.8
Pennsylvania,1986,2,53.4
Pennsylvania,1986,3,60.3
Pennsylvania,1986,4,55.3
Pennsylvania,1986,5,51.5
Pennsylvania,1986,6,41.1
Pennsylvania,1986,7,29.5
Pennsylvania,1986,8,24.8
Pennsylvania,1987,9,17.6
Pennsylvania,1987,10,16.7
Pennsylvania,1987,11,26.8
Pennsylvania,1987,12,38.2
Pennsylvania,1987,1,46.8
Pennsylvania,1987,2,56.9
Pennsylvania,1987,3,61.8
Pennsylvania,1987,4,56.9
Pennsylvania,1987,5,52
Pennsylvania,1987,6,34.4
Pennsylvania,1987,7,32.1
Pennsylvania,1987,8,26.2
Pennsylvania,1988,9,12.2
Pennsylvania,1988,10,17.6
Pennsylvania,1988,11,26.2
Pennsylvania,1988,12,35.4
Pennsylvania,1988,1,46.3
Pennsylvania,1988,2,51.1
Pennsylvania,1988,3,60.7
Pennsylvania,1988,4,60.1
Pennsylvania,1988,5,48.4
Pennsylvania,1988,6,35.7
Pennsylvania,1988,7,32
Pennsylvania,1988,8,20.3
Pennsylvania,1989,9,22.2
Pennsylvania,1989,10,19.1
Pennsylvania,1989,11,25.8
Pennsylvania,1989,12,33
Pennsylvania,1989,1,45.4
Pennsylvania,1989,2,57.2
Pennsylvania,1989,3,60.3
Pennsylvania,1989,4,57.5
Pennsylvania,1989,5,51.4
Pennsylvania,1989,6,39.6
Pennsylvania,1989,7,28.8
Pennsylvania,1989,8,9.2
Pennsylvania,1990,9,26.3
Pennsylvania,1990,10,23.5
Pennsylvania,1990,11,29.1
Pennsylvania,1990,12,37.4
Pennsylvania,1990,1,44.5
Pennsylvania,1990,2,54.5
Pennsylvania,1990,3,59.4
Pennsylvania,1990,4,58.3
Pennsylvania,1990,5,50.5
Pennsylvania,1990,6,42.7
Pennsylvania,1990,7,32.5
Pennsylvania,1990,8,25.6
Pennsylvania,1991,9,18.2
Pennsylvania,1991,10,23.7
Pennsylvania,1991,11,29.7
Pennsylvania,1991,12,39.2
Pennsylvania,1991,1,51.5
Pennsylvania,1991,2,55.2
